GENE_ID	GENE_NAME	GENE_DESCRIPTION	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000056498.14	Tmem154	transmembrane protein 154 	61.56661838	-0.301413436	0.234978136	-1.282729711	0.199586787	0.677670036
ENSMUSG00000028793.16	Rnf19b	ring finger protein 19B 	1353.346988	0.075941859	0.059206243	1.282666406	0.199608974	0.677670036
ENSMUSG00000068739.14	Sars	seryl-aminoacyl-tRNA synthetase 	4491.941299	0.075905863	0.059178988	1.282648887	0.199615115	0.677670036
ENSMUSG00000026630.10	Batf3	basic leucine zipper transcription factor, ATF-like 3 	12.59818033	0.802467452	0.625650985	1.282611986	0.199628049	0.677670036
ENSMUSG00000114601.2	Gm48188	predicted gene, 48188 	1.233974682	2.019528597	1.574641963	1.282531931	0.199656111	NA
ENSMUSG00000059857.16	Ntng1	netrin G1 	669.4806039	0.19026543	0.14835295	1.282518681	0.199660756	0.677670036
ENSMUSG00000020544.15	Cox11	cytochrome c oxidase assembly protein 11, copper chaperone 	339.0736571	0.125457369	0.097848883	1.282154336	0.199788511	0.677670036
ENSMUSG00000033751.6	Gadd45gip1	growth arrest and DNA-damage-inducible, gamma interacting protein 1 	697.2412837	0.087406065	0.068175158	1.282080852	0.199814285	0.677670036
ENSMUSG00000089945.14	Pakap	paralemmin A kinase anchor protein 	481.0155521	0.233660952	0.182257407	1.282038168	0.199829257	0.677670036
ENSMUSG00000024124.11	Prss30	protease, serine 30 	11.77244984	-1.456661311	1.136270886	-1.281966588	0.199854367	0.677670036
ENSMUSG00000035011.16	Zbtb7a	zinc finger and BTB domain containing 7a 	4955.652237	0.139834983	0.109081752	1.28192828	0.199867806	0.677670036
ENSMUSG00000030595.16	Nfkbib	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta 	530.419204	0.12474402	0.097315416	1.281852606	0.199894356	0.677670036
ENSMUSG00000038116.17	Phf20	PHD finger protein 20 	2751.583809	0.121819264	0.095037704	1.281799316	0.199913054	0.677670036
ENSMUSG00000045667.15	Smtnl2	smoothelin-like 2 	74.61219531	-0.309651085	0.241577602	-1.281787228	0.199917296	0.677670036
ENSMUSG00000039208.16	Metrnl	meteorin, glial cell differentiation regulator-like 	64.05113807	0.330718206	0.258057288	1.281568942	0.199993901	0.677670036
ENSMUSG00000029659.17	Medag	mesenteric estrogen dependent adipogenesis 	111.1970846	-0.328542032	0.256360033	-1.281564946	0.199995303	0.677670036
ENSMUSG00000026774.12	Potegl	POTE ankyrin domain family, member G like 	4.078143825	1.105777204	0.862907733	1.281454739	0.200033988	NA
ENSMUSG00000008730.18	Hipk1	homeodomain interacting protein kinase 1 	6878.068127	0.056177759	0.043841317	1.281388498	0.200057242	0.677739883
ENSMUSG00000058748.10	Zfp958	zinc finger protein 958 	331.4977606	-0.169100736	0.132014284	-1.280927569	0.200219108	0.67787379
ENSMUSG00000036908.18	Unc93b1	unc-93 homolog B1, TLR signaling regulator 	745.1511996	0.174138878	0.135958951	1.280819516	0.200257068	0.67787379
ENSMUSG00000078762.11	Haus5	HAUS augmin-like complex, subunit 5 	245.9441763	0.187722841	0.146571854	1.280756405	0.200279241	0.67787379
ENSMUSG00000042514.12	Klhl14	kelch-like 14 	59.37723564	-0.306710202	0.239491167	-1.280674378	0.200308063	0.67787379
ENSMUSG00000068105.12	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c 	16.36140634	-0.648800957	0.5066752	-1.280506638	0.200367012	0.67787379
ENSMUSG00000032178.15	Ilf3	interleukin enhancer binding factor 3 	3856.203477	-0.056771018	0.044336917	-1.280445783	0.200388401	0.67787379
ENSMUSG00000027840.6	Wnt2b	wingless-type MMTV integration site family, member 2B 	24.59650197	0.58515619	0.457095282	1.280162395	0.200488028	0.67787379
ENSMUSG00000022844.9	Pdia5	protein disulfide isomerase associated 5 	260.5330354	0.207745137	0.162283505	1.280137113	0.200496918	0.67787379
ENSMUSG00000074781.6	Ube2n	ubiquitin-conjugating enzyme E2N 	5484.077725	0.086203415	0.067339716	1.280127386	0.200500338	0.67787379
ENSMUSG00000072946.13	Ptgr2	prostaglandin reductase 2 	1881.92081	-0.075470942	0.058957086	-1.280099607	0.200510107	0.67787379
ENSMUSG00000035472.15	Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21 	23.60678059	0.429830527	0.33581403	1.279965958	0.200557108	0.677879121
ENSMUSG00000049751.7	Rpl36al	ribosomal protein L36A-like 	1318.357969	0.085503544	0.066809554	1.279810126	0.200611922	0.677879121
ENSMUSG00000082465.2	Rps6-ps3	ribosomal protein S6, pseudogene 3 	1.272231731	-3.774258933	2.949238851	-1.279740002	0.200636591	NA
ENSMUSG00000041014.18	Nrg3	neuregulin 3 	542.1735772	0.197169051	0.154072142	1.27971902	0.200643973	0.677879121
ENSMUSG00000046834.8	Krt1	keratin 1 	59.36346	0.6406325	0.500661455	1.279572242	0.200695617	0.677879121
ENSMUSG00000011254.17	Thg1l	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae) 	357.4824385	-0.16618815	0.129884454	-1.27950763	0.200718354	0.677879121
ENSMUSG00000096883.3	Shisa8	shisa family member 8 	58.66593976	-0.28973813	0.226543762	-1.27894994	0.200914685	0.678329928
ENSMUSG00000035459.19	Stab2	stabilin 2 	26.33415111	0.617944487	0.483186821	1.278893504	0.20093456	0.678329928
ENSMUSG00000045435.10	Tmem60	transmembrane protein 60 	571.0244904	-0.110378968	0.086323023	-1.27867357	0.20101203	0.678451801
ENSMUSG00000026718.18	Stam	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	2315.154438	0.102467971	0.080145518	1.278524037	0.201064715	0.678489985
ENSMUSG00000089929.2	Bcl2a1b	B cell leukemia/lymphoma 2 related protein A1b 	36.61118638	0.402577411	0.314978916	1.278109076	0.201210969	0.678757585
ENSMUSG00000002617.15	Zfp40	zinc finger protein 40 	961.5367814	-0.167544731	0.131092579	-1.278064198	0.201226791	0.678757585
ENSMUSG00000029552.20	Tes	testin LIM domain protein 	66.45643399	-0.298591714	0.233681294	-1.277773281	0.201329378	0.678936445
ENSMUSG00000025173.14	Wdr45b	WD repeat domain 45B 	2205.418287	-0.063794892	0.049932207	-1.277630132	0.201379871	0.678936445
ENSMUSG00000030228.20	Pik3c2g	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma 	16.13496273	-1.415698938	1.10833829	-1.277316638	0.201490482	0.678936445
ENSMUSG00000026430.17	Rassf5	Ras association (RalGDS/AF-6) domain family member 5 	330.4781258	0.308013238	0.241146904	1.277284645	0.201501773	0.678936445
ENSMUSG00000054057.3	A930004D18Rik	RIKEN cDNA A930004D18 gene 	72.30750644	0.332149701	0.260048897	1.277258643	0.201510949	0.678936445
ENSMUSG00000055531.13	Cpsf6	cleavage and polyadenylation specific factor 6 	3950.972048	0.128248092	0.100420113	1.277115596	0.201561439	0.678936445
ENSMUSG00000094347.3	Olfr784	olfactory receptor 784 	197.2642601	-0.225698654	0.176728515	-1.277092459	0.201569607	0.678936445
ENSMUSG00000021866.16	Anxa11	annexin A11 	710.5939376	-0.182006447	0.142534399	-1.276929977	0.20162697	0.678990206
ENSMUSG00000026668.11	Ucma	upper zone of growth plate and cartilage matrix associated 	13.75379567	-0.561884569	0.440121255	-1.276658563	0.201722817	0.679047626
ENSMUSG00000037816.11	Fbxw17	F-box and WD-40 domain protein 17 	420.0483905	-0.180068459	0.141047941	-1.276647197	0.201726831	0.679047626
ENSMUSG00000074123.2	7420426K07Rik	RIKEN cDNA 7420426K07 gene 	0.641263	2.810108941	2.201193212	1.276629841	0.201732961	NA
ENSMUSG00000097947.2	Gm26970	predicted gene, 26970 	0.641263	2.810108941	2.201193212	1.276629841	0.201732961	NA
ENSMUSG00000032315.7	Cyp1a1	cytochrome P450, family 1, subfamily a, polypeptide 1 	1.27369629	2.018149259	1.580905928	1.276577704	0.201751378	NA
ENSMUSG00000030782.18	Tgfb1i1	transforming growth factor beta 1 induced transcript 1 	180.7132934	-0.169680761	0.132947747	-1.276296625	0.201850683	0.679325097
ENSMUSG00000039686.15	Zer1	zyg-11 related, cell cycle regulator 	8570.525345	0.055394596	0.04340731	1.276158217	0.201899596	0.679350301
ENSMUSG00000017466.10	Timp2	tissue inhibitor of metalloproteinase 2 	9484.761551	0.118834842	0.093147146	1.275775445	0.20203491	0.679666159
ENSMUSG00000031723.9	Txnl4b	thioredoxin-like 4B 	552.8313459	-0.136641674	0.107134939	-1.275416541	0.202161847	0.679953711
ENSMUSG00000113332.2	Gm9259	predicted gene 9259 	3.23215419	1.487372172	1.166439716	1.275138485	0.20226023	NA
ENSMUSG00000060882.6	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2 	8036.809498	-0.064236391	0.050376557	-1.275124664	0.202265121	0.680140674
ENSMUSG00000024579.8	Pcyox1l	prenylcysteine oxidase 1 like 	614.6773592	0.120972322	0.094914958	1.274533801	0.202474301	0.680140674
ENSMUSG00000066235.8	Pomgnt2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2 	966.1824532	0.128636616	0.100941458	1.274368513	0.202532846	0.680140674
ENSMUSG00000030074.10	Gxylt2	glucoside xylosyltransferase 2 	139.0789646	-0.215848653	0.169384388	-1.274312563	0.202552666	0.680140674
ENSMUSG00000026426.11	Arl8a	ADP-ribosylation factor-like 8A 	4698.924551	-0.061469546	0.048244602	-1.274122777	0.202619907	0.680140674
ENSMUSG00000034329.17	Brip1	BRCA1 interacting protein C-terminal helicase 1 	106.8287143	0.205997805	0.161681472	1.27409654	0.202629204	0.680140674
ENSMUSG00000002831.15	Plin4	perilipin 4 	84.43012715	-0.33937453	0.266422528	-1.273820696	0.202726969	0.680140674
ENSMUSG00000051351.15	Zfp46	zinc finger protein 46 	2382.122257	-0.211717241	0.166210892	-1.273786808	0.202738982	0.680140674
ENSMUSG00000018377.11	Vezf1	vascular endothelial zinc finger 1 	1657.637387	0.084476051	0.066322239	1.273721338	0.202762192	0.680140674
ENSMUSG00000062762.18	Ei24	etoposide induced 2.4 mRNA 	3706.384588	0.092105667	0.072315161	1.273670216	0.202780316	0.680140674
ENSMUSG00000074925.5	Ptar1	protein prenyltransferase alpha subunit repeat containing 1 	2364.601535	0.141694396	0.111253518	1.273617218	0.202799107	0.680140674
ENSMUSG00000029657.16	Hsph1	heat shock 105kDa/110kDa protein 1 	14537.96327	0.16834726	0.132199907	1.273429493	0.202865677	0.680140674
ENSMUSG00000004462.8	Tbccd1	TBCC domain containing 1 	594.7700719	0.261520043	0.205369066	1.273414973	0.202870827	0.680140674
ENSMUSG00000060450.15	Rnf14	ring finger protein 14 	9708.771199	0.087132785	0.06843848	1.273154882	0.202963087	0.680140674
ENSMUSG00000053754.15	Chd8	chromodomain helicase DNA binding protein 8 	5144.026276	0.106079605	0.083324923	1.273083745	0.202988326	0.680140674
ENSMUSG00000021365.16	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9 	426.971201	-0.242635913	0.190592178	-1.273063328	0.202995571	0.680140674
ENSMUSG00000033111.17	3830406C13Rik	RIKEN cDNA 3830406C13 gene 	808.6424404	-0.178897218	0.140534029	-1.27298149	0.20302461	0.680140674
ENSMUSG00000016458.16	Wt1	Wilms tumor 1 homolog 	1.876892415	1.566894734	1.230905113	1.272961431	0.203031728	NA
ENSMUSG00000022843.18	Clcn2	chloride channel, voltage-sensitive 2 	2314.548063	-0.108572894	0.085300666	-1.272825868	0.20307984	0.680140674
ENSMUSG00000010045.3	Tmem115	transmembrane protein 115 	1010.053773	0.092660618	0.072810895	1.272620237	0.203152834	0.680140674
ENSMUSG00000042719.18	Naa25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit 	2150.079291	0.0907522	0.071312437	1.2725999	0.203160054	0.680140674
ENSMUSG00000002342.18	Tmem161a	transmembrane protein 161A 	962.5468965	0.102899206	0.080861963	1.272529157	0.203185171	0.680140674
ENSMUSG00000020921.7	Tmem101	transmembrane protein 101 	581.1883606	0.122482751	0.096252239	1.272518463	0.203188968	0.680140674
ENSMUSG00000033039.11	Micall1	microtubule associated monooxygenase, calponin and LIM domain containing -like 1 	3668.40544	-0.149369937	0.117404411	-1.272268526	0.203277727	0.680140674
ENSMUSG00000020395.14	Itk	IL2 inducible T cell kinase 	12.53258766	-0.981286384	0.771293568	-1.272260557	0.203280558	0.680140674
ENSMUSG00000113869.2	Gm48869	predicted gene, 48869 	1.030129832	2.57867804	2.026906192	1.272223673	0.203293659	NA
ENSMUSG00000029599.14	Ddx54	DEAD box helicase 54 	1612.496681	0.146140314	0.114873561	1.272184067	0.203307727	0.680140674
ENSMUSG00000019256.18	Ahr	aryl-hydrocarbon receptor 	284.0217494	-0.216891527	0.170491048	-1.272157862	0.203317036	0.680140674
ENSMUSG00000041423.17	Paqr6	progestin and adipoQ receptor family member VI 	244.0540353	0.223940859	0.176050862	1.272023642	0.203364719	0.680140674
ENSMUSG00000115684.2	Gm6087	predicted gene 6087 	3.844954014	-2.242133409	1.76268868	-1.27199626	0.203374448	NA
ENSMUSG00000096508.8	Gm7903	predicted gene 7903 	2.149265041	-2.381918228	1.872947936	-1.271748233	0.203462587	NA
ENSMUSG00000030613.14	Ccdc90b	coiled-coil domain containing 90B 	430.1746445	-0.126180195	0.099221965	-1.271696192	0.203481084	0.680140674
ENSMUSG00000027994.15	Mcub	mitochondrial calcium uniporter dominant negative beta subunit 	34.782423	0.402357342	0.316396858	1.271685643	0.203484834	0.680140674
ENSMUSG00000030428.17	Ttyh1	tweety family member 1 	22603.65674	0.120021586	0.094380928	1.271672028	0.203489673	0.680140674
ENSMUSG00000028807.3	Zbtb8a	zinc finger and BTB domain containing 8a 	497.2378595	-0.151175378	0.118882742	-1.271634349	0.203503066	0.680140674
ENSMUSG00000031302.17	Nlgn3	neuroligin 3 	5706.782744	0.087761493	0.069030741	1.271339278	0.203607975	0.68017824
ENSMUSG00000038132.7	Rbm24	RNA binding motif protein 24 	1018.849208	0.143003825	0.11248316	1.271335414	0.203609349	0.68017824
ENSMUSG00000098093.3	Gm8707	predicted gene 8707 	95.97631232	0.327996825	0.258042487	1.271096203	0.203694426	0.68017824
ENSMUSG00000026123.12	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2 	9920.830285	0.088999325	0.070029498	1.270883381	0.20377014	0.68017824
ENSMUSG00000038507.7	Parp12	poly (ADP-ribose) polymerase family, member 12 	361.2681606	0.162627646	0.127968082	1.270845381	0.203783661	0.68017824
ENSMUSG00000032372.15	Plscr2	phospholipid scramblase 2 	70.54465273	0.289061587	0.227460561	1.270820688	0.203792447	0.68017824
ENSMUSG00000034377.11	Tulp4	tubby like protein 4 	9422.03887	-0.072325032	0.056916886	-1.270713088	0.203830738	0.68017824
ENSMUSG00000001666.9	Ddt	D-dopachrome tautomerase 	686.5139913	0.107813096	0.084847445	1.270669921	0.203846101	0.68017824
ENSMUSG00000038298.15	Pdzk1	PDZ domain containing 1 	3.831162092	-1.048301265	0.825227397	-1.270318058	0.203971358	NA
ENSMUSG00000038550.11	Ciart	circadian associated repressor of transcription 	367.1191422	0.254306681	0.200234551	1.270043958	0.204068973	0.680643263
ENSMUSG00000025856.16	Pdgfa	platelet derived growth factor, alpha 	852.420923	-0.098654585	0.077690879	-1.26983485	0.204143464	0.680643263
ENSMUSG00000061518.12	Cox5b	cytochrome c oxidase subunit 5B 	4927.142917	0.093748542	0.073840037	1.269616669	0.204221209	0.680643263
ENSMUSG00000039195.5	1110008P14Rik	RIKEN cDNA 1110008P14 gene 	965.9872383	0.118546399	0.093381499	1.269484858	0.204268188	0.680643263
ENSMUSG00000027977.16	Ndst3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 	389.0864641	0.229307637	0.180632216	1.269472535	0.20427258	0.680643263
ENSMUSG00000052852.9	Reep1	receptor accessory protein 1 	5767.385611	0.060140144	0.047375425	1.269437563	0.204285046	0.680643263
ENSMUSG00000022340.16	Sybu	syntabulin (syntaxin-interacting) 	3587.409002	0.15457366	0.121781803	1.269267291	0.204345748	0.680643263
ENSMUSG00000108224.2	Gm31861	predicted gene, 31861 	3.972549884	-1.201220928	0.946392177	-1.269263374	0.204347145	NA
ENSMUSG00000050608.12	Micos10	mitochondrial contact site and cristae organizing system subunit 10 	2179.471733	0.055394652	0.043644832	1.269214456	0.204364587	0.680643263
ENSMUSG00000032855.7	Pkd1	polycystin 1, transient receptor poteintial channel interacting 	8467.05337	0.261713424	0.206220467	1.269095295	0.204407078	0.680643263
ENSMUSG00000049148.9	Plcxd3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	133.3307601	0.491780176	0.387512911	1.26906785	0.204416866	0.680643263
ENSMUSG00000029345.14	Tfip11	tuftelin interacting protein 11 	1792.564441	-0.061345802	0.048341945	-1.26899739	0.204441995	0.680643263
ENSMUSG00000020843.16	Timm22	translocase of inner mitochondrial membrane 22 	917.5130078	-0.141674703	0.111664208	-1.268756626	0.204527879	0.680682035
ENSMUSG00000043155.5	Hpdl	4-hydroxyphenylpyruvate dioxygenase-like 	19.94573276	0.543530505	0.428404492	1.268732041	0.204536651	0.680682035
ENSMUSG00000052934.15	Fbxo31	F-box protein 31 	4015.125675	0.064195912	0.050610593	1.26842837	0.204645016	0.680904496
ENSMUSG00000034932.5	Mrpl54	mitochondrial ribosomal protein L54 	362.3102066	-0.130135428	0.102608388	-1.268272806	0.204700545	0.680912313
ENSMUSG00000020086.7	Macroh2a2	macroH2A.2 histone 	679.7905899	-0.098764673	0.077878502	-1.26818917	0.204730403	0.680912313
ENSMUSG00000023150.15	Ivns1abp	influenza virus NS1A binding protein 	18432.2987	-0.095952627	0.075685316	-1.26778393	0.204875123	0.681255477
ENSMUSG00000020908.15	Myh3	myosin, heavy polypeptide 3, skeletal muscle, embryonic 	19.22396598	-0.671243457	0.529535285	-1.267608554	0.204937776	0.681265403
ENSMUSG00000031636.8	Pdlim3	PDZ and LIM domain 3 	64.55315602	-0.307173044	0.242337371	-1.267543027	0.204961189	0.681265403
ENSMUSG00000117480.2	Gm5688	predicted gene 5688 	0.912917154	2.363743356	1.86493699	1.267465533	0.20498888	NA
ENSMUSG00000061653.5	Vmn1r46	vomeronasal 1 receptor 46 	295.3412383	-0.127043068	0.10026431	-1.267081662	0.205126092	0.681613373
ENSMUSG00000045812.6	Olfr984	olfactory receptor 984 	20.19977711	-0.499538307	0.394283317	-1.266952685	0.205172208	0.681613373
ENSMUSG00000042942.19	Greb1l	growth regulation by estrogen in breast cancer-like 	134.8719473	0.450788902	0.35584263	1.266820959	0.205219316	0.681613373
ENSMUSG00000029598.13	Plbd2	phospholipase B domain containing 2 	2256.293019	0.110028777	0.086856699	1.266785148	0.205232124	0.681613373
ENSMUSG00000082917.2	Gm11440	predicted gene 11440 	0.630474357	2.790548543	2.203693803	1.266305028	0.205403898	NA
ENSMUSG00000068893.6	Sprr2a2	small proline-rich protein 2A2 	1.375270657	2.63854204	2.084114313	1.266025584	0.205503923	NA
ENSMUSG00000050321.4	Neto1	neuropilin (NRP) and tolloid (TLL)-like 1 	7830.576563	-0.106536651	0.084166772	-1.265780403	0.205591713	0.682435851
ENSMUSG00000075408.6	Smim41	small integral membrane protein 41 	9.765202955	0.863892947	0.682691015	1.26542305	0.205719717	0.682435851
ENSMUSG00000032076.21	Cadm1	cell adhesion molecule 1 	4610.055675	0.118675602	0.093783509	1.265420798	0.205720524	0.682435851
ENSMUSG00000058594.16	Fbh1	F-box DNA helicase 1 	4304.583788	-0.0772746	0.061069827	-1.265348268	0.205746511	0.682435851
ENSMUSG00000050447.16	Lypd6	LY6/PLAUR domain containing 6 	738.5061342	0.210187454	0.166113513	1.26532423	0.205755124	0.682435851
ENSMUSG00000041671.14	Pyroxd1	pyridine nucleotide-disulphide oxidoreductase domain 1 	539.3795975	-0.119545893	0.094481364	-1.265285419	0.205769032	0.682435851
ENSMUSG00000030987.6	Stim1	stromal interaction molecule 1 	4793.792257	-0.061002383	0.048220538	-1.265070558	0.205846036	0.682435851
ENSMUSG00000051675.14	Trim32	tripartite motif-containing 32 	5853.794072	0.075188493	0.059437247	1.265006318	0.205869063	0.682435851
ENSMUSG00000037300.20	Ttc13	tetratricopeptide repeat domain 13 	1445.345887	0.124774812	0.098645	1.264887348	0.205911713	0.682435851
ENSMUSG00000041439.16	Mfsd6	major facilitator superfamily domain containing 6 	3187.483955	0.084302717	0.066649511	1.264866243	0.20591928	0.682435851
ENSMUSG00000039536.17	Stau1	staufen double-stranded RNA binding protein 1 	2563.667637	0.096156399	0.076037752	1.264587605	0.206019198	0.682435851
ENSMUSG00000028441.13	1110017D15Rik	RIKEN cDNA 1110017D15 gene 	86.07229306	0.284116863	0.224705088	1.264398884	0.206086893	0.682435851
ENSMUSG00000056752.17	Dnah9	dynein, axonemal, heavy chain 9 	272.8157697	-0.408768354	0.323303345	-1.264349289	0.206104686	0.682435851
ENSMUSG00000020143.16	Dock2	dedicator of cyto-kinesis 2 	246.5025846	0.192245846	0.152055061	1.264317308	0.20611616	0.682435851
