GENEID	ENSID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj			
ENSMUSG00000013367	ENSG00000142549	Iglon5	1129.544097	0.018666952	0.042940763	0.434714028	0.209976509	0.891082254			
ENSMUSG00000027263	ENSG00000137822	Tubgcp4	3010.086606	0.022847765	0.043505253	0.525172558	0.209987942	0.891082254			
ENSMUSG00000038633	ENSG00000143753	Degs1	7179.437524	-0.026194031	0.042012586	-0.62348056	0.209992704	0.891082254			
ENSMUSG00000049354	ENSG00000136485	Dcaf7	20090.63463	-0.027065887	0.03999052	-0.67680756	0.210010224	0.891082254			
ENSMUSG00000026288	ENSG00000168918	Inpp5d	1823.213262	-0.013132762	0.041887687	-0.313523201	0.210030845	0.891082254			
ENSMUSG00000028549	ENSG00000142856	Itgb3bp	447.2232102	0.012737834	0.041776529	0.304904078	0.210082493	0.891082254			
ENSMUSG00000079103	ENSG00000159495	Tgm7	14.78779596	0.00325015	0.040347874	0.0805532	0.210100811	0.891082254			
ENSMUSG00000026825	ENSG00000106976	Dnm1	31341.07145	-0.011574026	0.036622244	-0.316038153	0.210137249	0.891082254			
ENSMUSG00000033857	ENSG00000167280	Engase	681.4957813	0.011739234	0.041574881	0.282363626	0.210336248	0.89154934			
ENSMUSG00000075700	ENSG00000198843	Selenot	10758.03904	0.025091259	0.040696342	0.616548258	0.210386453	0.89154934			
ENSMUSG00000005534	ENSG00000171105	Insr	7222.695583	-0.026164763	0.041174615	-0.635458593	0.210422577	0.89154934			
ENSMUSG00000111686	0	Rab7-ps1	4.773034107	-0.001406559	0.040256217	-0.034940165	0.210448276	NA			
ENSMUSG00000008435	ENSG00000160439	Rdh13	1614.03307	-0.017003751	0.042594223	-0.399203235	0.210477803	0.89154934			
ENSMUSG00000092519	ENSG00000181786	Actl9	2.941119982	0.001291197	0.040253243	0.032076855	0.210493301	NA			
ENSMUSG00000043496	ENSG00000255690	Tril	4139.01748	0.02611536	0.044362236	0.588684494	0.210514345	0.89154934			
ENSMUSG00000067571	ENSG00000166961	Ms4a15	7.212308131	0.000328577	0.040235989	0.008166242	0.210576874	NA			
ENSMUSG00000036398	ENSG00000204619	Ppp1r11	4293.828719	0.022810307	0.04156332	0.548808589	0.210749076	0.892288361			
ENSMUSG00000115070	0	Gm4740	2.03329242	-0.001054633	0.040247196	-0.026203879	0.210838585	NA			
ENSMUSG00000068823	ENSG00000009307	Csde1	34086.0023	-0.02885387	0.035248536	-0.818583503	0.210850722	0.892288361			
ENSMUSG00000055204	ENSG00000132466	Ankrd17	23420.12528	0.023491376	0.044916054	0.52300623	0.210888296	0.892288361			
ENSMUSG00000049285	ENSG00000214309	Mblac1	166.8356388	-0.010230051	0.041271576	-0.247871597	0.210902579	0.892288361			
ENSMUSG00000031264	ENSG00000010671	Btk	72.67407733	0.006293274	0.040647908	0.154824045	0.210988481	0.892425695			
ENSMUSG00000031886	ENSG00000172831	Ces2e	1.479684614	-0.00081785	0.040242079	-0.020323243	0.211014931	NA			
ENSMUSG00000115325	0	Gm48979	4.168756173	0.001730293	0.040267207	0.042970279	0.211118228	NA			
ENSMUSG00000032217	ENSG00000157450	Rnf111	5743.640335	0.031186635	0.049640615	0.628248358	0.211125303	0.892778283			
ENSMUSG00000025498	ENSG00000185507	Irf7	236.9264245	0.00847945	0.040967736	0.206978739	0.211206251	0.892894479			
ENSMUSG00000079316	ENSG00000123595	Rab9	1748.708328	-0.022065283	0.043133778	-0.511554615	0.211362581	0.893013164			
ENSMUSG00000000673	ENSG00000162882	Haao	10.55176144	-0.002485876	0.040300123	-0.061684081	0.211449244	NA			
ENSMUSG00000020591	ENSG00000169006	Ntsr2	7615.373248	0.027150862	0.040885048	0.664078016	0.211454935	0.893013164			
ENSMUSG00000031954	ENSG00000153774	Cfdp1	5421.170253	-0.027453013	0.038816546	-0.707250283	0.211491122	0.893013164			
ENSMUSG00000054640	ENSG00000183023	Slc8a1	11291.18189	0.017611438	0.041814238	0.421182797	0.211491511	0.893013164			
ENSMUSG00000039754	ENSG00000160993	Alkbh4	357.0441923	0.013369502	0.041887352	0.319177541	0.21150171	0.893013164			
ENSMUSG00000030844	ENSG00000148908	Rgs10	2642.035112	-0.020496534	0.042865703	-0.47815694	0.211558692	0.893027955			
ENSMUSG00000104148	ENSG00000204969	Pcdha2	279.1899279	0.011517574	0.041526058	0.27735775	0.211806414	0.893179377			
ENSMUSG00000099473	0	Gm18775	53.61818302	-0.00601401	0.040604549	-0.148111719	0.211813581	0.893179377			
ENSMUSG00000033538	0	Casp4	37.85679615	0.004072375	0.040410231	0.100775836	0.211815952	0.893179377			
ENSMUSG00000118501	0	Gm53048	238.6403706	0.007874856	0.040870324	0.192679078	0.211860231	0.893179377			
ENSMUSG00000031583	ENSG00000165392	Wrn	1921.959734	-0.023097689	0.04282438	-0.539358405	0.211861998	0.893179377			
ENSMUSG00000050921	ENSG00000078589	P2ry10	2.307591171	-0.000929131	0.040244474	-0.023087179	0.212028657	NA			
ENSMUSG00000112059	0	Gm48282	72.73525594	-0.005851713	0.040587834	-0.144174069	0.21207417	0.893848197			
ENSMUSG00000025762	ENSG00000138709	Larp1b	800.9541068	-0.011395883	0.041494008	-0.27463925	0.212290866	0.894013652			
ENSMUSG00000018012	ENSG00000169750	Rac3	557.7092316	0.013526359	0.041974254	0.322253714	0.212301744	0.894013652			
ENSMUSG00000038369	ENSG00000198646	Ncoa6	4419.079636	-0.026989736	0.039406065	-0.684913252	0.212307263	0.894013652			
ENSMUSG00000032898	ENSG00000135108	Fbxo21	11984.87275	-0.023665808	0.041281541	-0.573278216	0.212352232	0.894013652			
ENSMUSG00000060166	ENSG00000099904	Zdhhc8	4928.157486	-0.023066195	0.04289179	-0.537776475	0.21238111	0.894013652			
ENSMUSG00000037579	ENSG00000135519	Kcnh3	12893.13774	0.028276651	0.042449823	0.666119406	0.212592388	0.894469538			
ENSMUSG00000002804	ENSG00000183828	Nudt14	206.5396121	-0.010570697	0.041355419	-0.255606093	0.212596539	0.894469538			
ENSMUSG00000049658	ENSG00000145734	Bdp1	7236.442196	0.009431049	0.038340714	0.24598001	0.212655048	0.894490339			
ENSMUSG00000048410	ENSG00000215421	Zfp407	5714.076067	0.023779991	0.042175608	0.563832799	0.212871167	0.895173915			
ENSMUSG00000082791	0	Gm4875	17.83288501	0.003091231	0.040336234	0.076636576	0.212937085	0.895225676			
ENSMUSG00000038827	ENSG00000119328	Abitram	1895.574849	0.02221496	0.043042575	0.516115967	0.213056012	0.895500215			
ENSMUSG00000034683	ENSG00000150722	Ppp1r1c	2.45049945	-0.000786826	0.040239943	-0.019553353	0.213091038	NA			
ENSMUSG00000082550	0	Gm12344	4.480499298	0.001606011	0.040262569	0.03988843	0.213284846	NA			
ENSMUSG00000098557	ENSG00000178695	Kctd12	12595.0385	0.025602746	0.041460673	0.617518829	0.21336147	0.896467925			
ENSMUSG00000026489	ENSG00000163050	Coq8a	2100.494654	-0.007086908	0.040763639	-0.173853664	0.213497253	0.896467925			
ENSMUSG00000020899	ENSG00000178921	Pfas	3980.571012	0.020658589	0.040161825	0.514383709	0.213542332	0.896467925			
ENSMUSG00000034116	ENSG00000141968	Vav1	451.487856	0.014871801	0.042184926	0.352538264	0.213590373	0.896467925			
ENSMUSG00000066235	ENSG00000144647	Pomgnt2	1970.241562	-0.018860569	0.042807435	-0.440590953	0.213593705	0.896467925			
ENSMUSG00000066687	ENSG00000109906	Zbtb16	655.7800622	0.015890938	0.04237436	0.375013046	0.213649971	0.896467925			
ENSMUSG00000043505	ENSG00000196329	Gimap5	42.93175498	0.004406419	0.040437312	0.108969148	0.213686343	0.896467925			
ENSMUSG00000039693	ENSG00000066697	Msantd3	914.5135771	0.016884849	0.042543537	0.39688399	0.21379999	0.896467925			
ENSMUSG00000025793	ENSG00000185359	Hgs	4355.820598	0.021639512	0.040200496	0.538289685	0.213800064	0.896467925			
ENSMUSG00000025223	ENSG00000198728	Ldb1	7670.036714	-0.034962501	0.044131758	-0.792229966	0.21385789	0.896467925			
ENSMUSG00000040452	ENSG00000154162	Cdh12	932.7014364	-0.012692768	0.041727367	-0.304183296	0.213876772	0.896467925			
ENSMUSG00000037747	ENSG00000165443	Phyhipl	4492.495131	-0.026474476	0.041125551	-0.643747627	0.214107154	0.896988262			
ENSMUSG00000026241	ENSG00000163273	Nppc	61.32223737	-0.006054332	0.040613379	-0.149072366	0.214135008	0.896988262			
ENSMUSG00000040258	ENSG00000182379	Nxph4	86.44637154	-0.005606702	0.040560089	-0.138231989	0.214162058	0.896988262			
ENSMUSG00000056904	0	Gm5620	1.428447706	0.000783272	0.040241601	0.019464245	0.21431046	NA			
ENSMUSG00000034297	ENSG00000108510	Med13	19384.96508	0.029609215	0.052061214	0.568738458	0.214615515	0.898662106			
ENSMUSG00000104723	0	Gm43106	9.254228204	-0.002307043	0.04029126	-0.057259144	0.21467163	NA			
ENSMUSG00000038145	ENSG00000163788	Snrk	8343.306855	0.021386041	0.042797221	0.499706307	0.214719958	0.89887405			
ENSMUSG00000033454	ENSG00000126804	Zbtb1	2046.211193	-0.024603569	0.04223659	-0.582517879	0.215242421	0.900726064			
ENSMUSG00000029320	ENSG00000163633	1700016H13Rik	1.895653239	-0.00092954	0.040244599	-0.023097263	0.215259416	NA			
ENSMUSG00000044224	ENSG00000168724	Dnajc21	980.878547	0.017517365	0.04260788	0.411129711	0.215306617	0.900726064			
ENSMUSG00000023707	ENSG00000111325	Ogfod2	1709.606535	-0.021919327	0.043352387	-0.505608313	0.215324178	0.900726064			
ENSMUSG00000115661	0	Gm48976	598.918974	0.010912824	0.041380857	0.263716712	0.215439737	0.900847316			
ENSMUSG00000020319	ENSG00000143951	Wdpcp	983.2260864	0.013308987	0.041859409	0.317944938	0.215461056	0.900847316			
ENSMUSG00000010342	ENSG00000121101	Tex14	29.26954019	-0.00299093	0.040328115	-0.074164874	0.215783451	0.901182041			
ENSMUSG00000053158	ENSG00000182511	Fes	367.2979324	-0.012673	0.041717853	-0.303778825	0.215902947	0.901182041			
ENSMUSG00000058700	0	Rpl21-ps12	50.0692328	-0.005091794	0.040499336	-0.12572538	0.215907208	0.901182041			
ENSMUSG00000026519	ENSG00000196187	Tmem63a	4105.853015	-0.01875722	0.043064482	-0.435561255	0.215968651	0.901182041			
ENSMUSG00000042292	ENSG00000196588	Mrtfa	4690.974125	-0.022270022	0.042728212	-0.521201836	0.215969306	0.901182041			
ENSMUSG00000036181	ENSG00000187837	H1f2	7072.529917	0.018985584	0.043170287	0.439783598	0.215984471	0.901182041			
ENSMUSG00000025917	ENSG00000121022	Cops5	3308.679882	-0.022184973	0.042534071	-0.521581236	0.21598919	0.901182041			
ENSMUSG00000085103	0	Gm16357	1.62859347	0.000699568	0.040240268	0.017384774	0.216021623	NA			
ENSMUSG00000037716	ENSG00000140481	Ccdc33	138.9326344	-0.0072266	0.040763238	-0.177282296	0.21604039	0.901182041			
ENSMUSG00000055497	0	Gm9974	26.15040539	0.00418822	0.040417896	0.103622903	0.216078664	0.901182041			
ENSMUSG00000027806	ENSG00000196428	Tsc22d2	4408.851735	0.019527009	0.040576913	0.481234471	0.216080777	0.901182041			
ENSMUSG00000022889	ENSG00000154719	Mrpl39	1755.476469	0.02191931	0.042829848	0.511776513	0.216244198	0.901638417			
ENSMUSG00000063844	0	Olfr1276	327.584183	0.012170348	0.041618501	0.292426377	0.216359344	0.901893333			
ENSMUSG00000028124	ENSG00000023909	Gclm	4484.717787	0.017573239	0.042624743	0.412277881	0.216685819	0.902324204			
ENSMUSG00000031715	ENSG00000153147	Smarca5	11527.37887	0.023746393	0.041699439	0.569465526	0.216856099	0.902324204			
ENSMUSG00000024955	ENSG00000173153	Esrra	5484.358811	0.021840792	0.039101015	0.558573542	0.216907549	0.902324204			
ENSMUSG00000003469	ENSG00000168490	Phyhip	36180.35436	-0.023216404	0.040239244	-0.576959256	0.217038725	0.902324204			
ENSMUSG00000032527	ENSG00000114054	Pccb	2842.059956	-0.02509593	0.042739268	-0.587186713	0.217064078	0.902324204			
ENSMUSG00000082609	0	Gm15464	12.35448797	0.00237027	0.040294663	0.058823431	0.217101741	NA			
ENSMUSG00000025856	ENSG00000197461	Pdgfa	1903.330709	-0.022126337	0.04263588	-0.518960493	0.217125106	0.902324204			
ENSMUSG00000035900	ENSG00000075240	Gramd4	3940.006696	-0.022329346	0.039670351	-0.562872395	0.217174151	0.902324204			
ENSMUSG00000030092	ENSG00000134115	Cntn6	1809.670738	-0.022839404	0.042821074	-0.533368306	0.217252023	0.902324204			
ENSMUSG00000100586	0	Vmn1r90	68.65702568	0.006149961	0.040621408	0.151397043	0.217275167	0.902324204			
ENSMUSG00000097789	ENSG00000259417	Gm2115	1943.732513	0.01656221	0.042427068	0.390368935	0.217290267	0.902324204			
ENSMUSG00000024644	ENSG00000133313	Cndp2	2069.549364	-0.024141307	0.041876791	-0.57648416	0.21730211	0.902324204			
ENSMUSG00000050914	ENSG00000186352	Ankrd37	681.1674821	-0.013530534	0.041863365	-0.323207038	0.217304803	0.902324204			
ENSMUSG00000089667	0	Gm15914	2.674075293	0.001113998	0.040248093	0.027678292	0.217359058	NA			
ENSMUSG00000029581	ENSG00000075618	Fscn1	14027.55368	-0.026499629	0.039737382	-0.666869024	0.217359432	0.902324204			
ENSMUSG00000063681	ENSG00000134376	Crb1	163.09663	-0.008894815	0.041010167	-0.216892926	0.21737894	0.902324204			
ENSMUSG00000100944	0	Gm28900	20.62168813	0.002942482	0.040325901	0.07296754	0.21742231	0.902324204			
ENSMUSG00000024844	ENSG00000175334	Banf1	1345.955579	-0.019289629	0.042829077	-0.450386296	0.217524321	0.902324204			
ENSMUSG00000038011	ENSG00000197653	Dnah10	535.3460991	0.008207186	0.04090177	0.200656024	0.217525104	0.902324204			
ENSMUSG00000091549	0	Gm6548	165.2224178	0.0081524	0.040898728	0.199331381	0.217525295	0.902324204			
ENSMUSG00000052142	ENSG00000105122	Rasal3	263.118719	0.011444838	0.041443595	0.276154571	0.217567782	0.902324204			
ENSMUSG00000025789	ENSG00000140557	St8sia2	872.2216534	-0.016582578	0.042385391	-0.391233346	0.217588696	0.902324204			
ENSMUSG00000044501	0	Zfp758	1722.180269	0.020275279	0.042896199	0.472659108	0.217597435	0.902324204			
ENSMUSG00000038147	ENSG00000066294	Cd84	903.0633954	0.013677473	0.041928824	0.326206933	0.2177616	0.902622076			
ENSMUSG00000076609	ENSG00000211592	Igkc	8.191802634	0.001783392	0.040268644	0.044287356	0.217779049	NA			
ENSMUSG00000052738	ENSG00000163541	Suclg1	6695.34719	-0.026817119	0.039756481	-0.674534522	0.217794448	0.902622076			
ENSMUSG00000041609	ENSG00000135127	Bicdl1	4495.053448	0.020229046	0.04152223	0.487185926	0.217862936	0.902622076			
ENSMUSG00000032251	ENSG00000146243	Irak1bp1	1571.83199	-0.016474735	0.042367991	-0.388848625	0.217885477	0.902622076			
ENSMUSG00000092471	0	Cyp21a2-ps	1.582494698	0.000704732	0.040240339	0.017513081	0.21788798	NA			
ENSMUSG00000089716	0	Gm6264	8.655721755	0.002142326	0.04028321	0.053181622	0.217992698	NA			
ENSMUSG00000080850	0	Gm12439	7.304961235	-0.001845549	0.040270912	-0.045828333	0.218214197	NA			
ENSMUSG00000035151	ENSG00000179387	Elmod2	4017.088061	0.022259514	0.042940714	0.51837784	0.218279441	0.902635877			
ENSMUSG00000034636	ENSG00000162378	Zyg11b	26834.3183	0.028258424	0.037518626	0.753183884	0.21829873	0.902635877			
ENSMUSG00000056752	ENSG00000007174	Dnah9	713.4705949	0.012723259	0.041752775	0.304728455	0.218301526	0.902635877			
ENSMUSG00000087321	0	Gm5353	36.34758833	0.004519101	0.040445726	0.111732482	0.218355549	0.902635877			
ENSMUSG00000084306	0	Gm11743	56.48220738	0.006128418	0.04061817	0.150878728	0.21838848	0.902635877			
ENSMUSG00000003309	ENSG00000129354	Ap1m2	68.43566127	0.006425117	0.040652808	0.158048528	0.218398285	0.902635877			
ENSMUSG00000047879	ENSG00000101557	Usp14	9251.103329	-0.025681449	0.039427096	-0.651365486	0.218437213	0.902635877			
ENSMUSG00000113081	0	Gm3333	2.715131838	0.001235495	0.040250536	0.030695127	0.218452908	NA			
ENSMUSG00000030428	ENSG00000167614	Ttyh1	40645.89554	0.027162417	0.037956035	0.715628412	0.218477015	0.902635877			
ENSMUSG00000062458	0	Gm8623	43.99732643	-0.004287139	0.040421991	-0.106059578	0.218527588	0.902635877			
ENSMUSG00000050410	ENSG00000137310	Tcf19	230.8224242	-0.007739885	0.040830425	-0.189561714	0.21855019	0.902635877			
ENSMUSG00000037266	ENSG00000117616	Rsrp1	13601.23681	-0.034075333	0.048859015	-0.697421605	0.218626922	0.902635877			
ENSMUSG00000064158	ENSG00000182264	Izumo1	8.804974021	0.002094489	0.040281259	0.051996605	0.218677595	NA			
ENSMUSG00000011096	ENSG00000204673	Akt1s1	2263.904433	0.01895299	0.042660432	0.444275628	0.21869325	0.902635877			
ENSMUSG00000101031	ENSG00000071203	Ms4a12	177.7309188	0.007420547	0.04078182	0.181957235	0.218728013	0.902635877			
ENSMUSG00000030654	ENSG00000170540	Arl6ip1	13146.55678	-0.025579761	0.038627359	-0.662218726	0.218730389	0.902635877			
ENSMUSG00000057654	ENSG00000196944	Olfr328	262.8086129	0.009048357	0.041036894	0.220493212	0.21885205	0.902635877			
ENSMUSG00000083808	0	Gm3828	47.78328639	0.004290039	0.04042754	0.106116757	0.218874641	0.902635877			
ENSMUSG00000110949	0	Nudt8	321.4598243	0.012579742	0.04167906	0.301824021	0.218898326	0.902635877			
ENSMUSG00000021763	0	Cspg4b	315.4225532	-0.011117666	0.041394702	-0.268577017	0.218952908	0.902635877			
ENSMUSG00000029759	ENSG00000105852	Pon3	91.45286506	-0.006999178	0.04072507	-0.171864121	0.218966198	0.902635877			
ENSMUSG00000046573	ENSG00000214113	Lyrm4	1883.530326	-0.022132503	0.042828392	-0.516771745	0.218969875	0.902635877			
ENSMUSG00000029635	ENSG00000132964	Cdk8	3797.504448	0.025135746	0.042697869	0.588688526	0.219054063	0.902654611			
ENSMUSG00000078683	0	Mup1	1.227867213	0.000521851	0.040238561	0.012968922	0.219195114	NA			
ENSMUSG00000029715	ENSG00000172336	Pop7	863.6472962	-0.018929036	0.042965131	-0.440567392	0.219214322	0.902654611			
ENSMUSG00000043602	ENSG00000180787	Zfp3	1671.0336	0.024083064	0.043154216	0.558069781	0.219239977	0.902654611			
ENSMUSG00000116632	0	Magef1	674.1932202	0.012441651	0.041643731	0.298764089	0.219368064	0.902654611			
ENSMUSG00000059852	ENSG00000178342	Kcng2	86.55130682	-0.004949567	0.040482671	-0.122263837	0.219423829	0.902654611			
ENSMUSG00000021235	ENSG00000119723	Coq6	1347.987541	0.019373675	0.042900115	0.451599599	0.219467058	0.902654611			
ENSMUSG00000031156	ENSG00000102100	Slc35a2	1887.866594	-0.023486875	0.042250543	-0.555895212	0.219626713	0.902654611			
ENSMUSG00000020154	ENSG00000127329	Ptprb	5962.985182	0.02174681	0.042646885	0.509927273	0.219751676	0.902654611			
ENSMUSG00000005354	ENSG00000100348	Txn2	3638.248431	-0.021195124	0.041880406	-0.506086894	0.219787146	0.902654611			
ENSMUSG00000085288	0	Gm16356	1.607306934	0.00043562	0.040237387	0.010826261	0.219837521	NA			
ENSMUSG00000024142	ENSG00000167965	Mlst8	3318.617854	-0.015931384	0.042347367	-0.376207188	0.219860492	0.902654611			
ENSMUSG00000064181	ENSG00000127328	Rab3ip	3067.402712	0.020285239	0.042578809	0.476416323	0.219874552	0.902654611			
ENSMUSG00000020018	ENSG00000139343	Snrpf	1183.210092	-0.018169439	0.042654436	-0.425968322	0.220018781	0.902654611			
ENSMUSG00000110622	ENSG00000130518	Iqcn	15.44076071	0.003195043	0.040341546	0.079199826	0.220056219	0.902654611			
ENSMUSG00000038014	ENSG00000048828	Fam120a	18543.65248	0.026888532	0.039892478	0.674025127	0.220065006	0.902654611			
ENSMUSG00000032303	ENSG00000080644	Chrna3	60.93476058	-0.005544593	0.040546185	-0.136747586	0.220196033	0.902654611			
ENSMUSG00000068487	0	Ndufa11b	6.68296366	0.002097721	0.040280775	0.052077474	0.220312886	NA			
ENSMUSG00000042705	ENSG00000145781	Commd10	1596.56418	-0.017467024	0.042417879	-0.411784481	0.220335331	0.902654611			
ENSMUSG00000022124	ENSG00000005812	Fbxl3	9947.052899	-0.025984614	0.04010708	-0.647880976	0.220347447	0.902654611			
ENSMUSG00000093803	0	Ppp2r3d	1197.820277	-0.011438625	0.041380109	-0.27642811	0.220351926	0.902654611			
ENSMUSG00000043384	ENSG00000198932	Gprasp1	64859.41523	-0.018789196	0.038328759	-0.490211428	0.220391623	0.902654611			
ENSMUSG00000066189	ENSG00000006116	Cacng3	5283.023759	-0.016730695	0.041933186	-0.398984581	0.22048331	0.902654611			
ENSMUSG00000022540	ENSG00000067836	Rogdi	5303.277797	-0.025090122	0.041136912	-0.609917497	0.22056579	0.902654611			
ENSMUSG00000081675	0	Gm12712	2.46315266	-0.00092011	0.040243792	-0.022863393	0.220694689	NA			
ENSMUSG00000084858	0	Gm1980	98.73558851	-0.007285634	0.040760151	-0.178744029	0.220744608	0.902654611			
ENSMUSG00000037110	ENSG00000188559	Ralgapa2	5230.545652	0.007873371	0.04080082	0.192970897	0.220757029	0.902654611			
ENSMUSG00000095115	ENSG00000205730	Itpripl2	963.3518203	0.018273763	0.042752445	0.427431989	0.22077625	0.902654611			
ENSMUSG00000048347	ENSG00000177839	Pcdhb18	1376.851292	-0.017547054	0.041118741	-0.426741029	0.220790099	0.902654611			
ENSMUSG00000089687	ENSG00000188060	Rab42	64.43853923	-0.006494041	0.040655669	-0.159732722	0.220798475	0.902654611			
ENSMUSG00000005609	ENSG00000198730	Ctr9	7096.199423	0.017401306	0.037145432	0.468464229	0.220811678	0.902654611			
ENSMUSG00000052102	ENSG00000113552	Gnpda1	1300.112307	-0.014340511	0.04198723	-0.34154457	0.220818623	0.902654611			
ENSMUSG00000079465	ENSG00000169031	Col4a3	67.84750478	-0.005610222	0.040552278	-0.138345427	0.220818711	0.902654611			
ENSMUSG00000030663	ENSG00000110696	1110004F10Rik	5487.349321	-0.024187852	0.042283189	-0.572044175	0.220824539	0.902654611			
ENSMUSG00000033307	ENSG00000240972	Mif	5699.913822	-0.025992178	0.039916932	-0.651156716	0.220855062	0.902654611			
ENSMUSG00000061461	ENSG00000250317	Smim20	1995.551672	-0.021130045	0.042888095	-0.492678555	0.220941627	0.902654611			
