GENE	ZSTAT	P_MULTI
ENSG00000183763	0.41133	0.34042
ENSG00000164076	0.015487	0.49382
ENSG00000164078	-0.08591	0.53423
ENSG00000164077	0.46055	0.32256
ENSG00000004534	0.39753	0.34549
ENSG00000003756	-0.38971	0.65163
ENSG00000001617	-0.18727	0.57428
ENSG00000114349	-0.69569	0.75669
ENSG00000188338	0.50667	0.30619
ENSG00000114353	1.3902	0.08224
ENSG00000012171	1.048	0.14732
ENSG00000179564	0.59815	0.27487
ENSG00000214706	0.99138	0.16075
ENSG00000186792	1.1662	0.12177
ENSG00000114378	1.1901	0.117
ENSG00000068001	1.1438	0.12635
ENSG00000114383	0.89321	0.18587
ENSG00000068028	0.33593	0.36846
ENSG00000004838	0.49017	0.31201
ENSG00000114388	-0.10392	0.54138
ENSG00000114395	0.16593	0.4341
ENSG00000126062	-0.10568	0.54208
ENSG00000007402	-0.61172	0.72964
ENSG00000088543	-0.0016837	0.50067
ENSG00000114735	-0.097185	0.53871
ENSG00000114737	-0.65268	0.74302
ENSG00000114738	-0.45972	0.67714
ENSG00000088538	0.67569	0.24962
ENSG00000145050	0.43494	0.3318
ENSG00000259956	0.21836	0.41357
ENSG00000164080	0.54697	0.2922
ENSG00000164081	0.23191	0.4083
ENSG00000164082	-0.28297	0.6114
ENSG00000214686	2.0707	0.019192
ENSG00000229972	1.5088	0.065675
ENSG00000184345	0.97186	0.16556
ENSG00000214681	1.077	0.14075
ENSG00000173389	1.1746	0.12008
ENSG00000114767	-0.41713	0.66171
ENSG00000041880	-0.60728	0.72817
ENSG00000180929	0.26461	0.39566
ENSG00000090097	0.90561	0.18257
ENSG00000114779	1.0507	0.14669
ENSG00000248487	0.15263	0.43934
ENSG00000243989	0.13234	0.44736
ENSG00000162244	-0.38242	0.64893
ENSG00000164086	0.44083	0.32967
ENSG00000164087	0.64308	0.26009
ENSG00000023330	1.0346	0.15043
ENSG00000239732	1.3346	0.090996
ENSG00000247596	1.1993	0.1152
ENSG00000164088	0.89214	0.18616
ENSG00000164091	0.5711	0.28397
ENSG00000168237	0.41293	0.33983
ENSG00000114841	-0.074377	0.52964
ENSG00000163930	-2.1613	0.98466
ENSG00000010318	0.28759	0.38683
ENSG00000010319	-0.69106	0.75524
ENSG00000114854	-1.6128	0.9466
ENSG00000010322	-1.9447	0.9741
ENSG00000010327	-1.2972	0.90273
ENSG00000168268	-1.2959	0.90249
ENSG00000168273	-1.3505	0.91158
ENSG00000163939	-0.9843	0.83752
ENSG00000163938	-1.9815	0.97623
ENSG00000016864	-2.4485	0.99283
ENSG00000114902	-2.2561	0.98797
ENSG00000114904	-0.54091	0.70571
ENSG00000055957	0.22798	0.40983
ENSG00000162267	0.62354	0.26647
ENSG00000055955	1.1236	0.13059
ENSG00000272573	0.10593	0.45782
ENSG00000163935	1.8442	0.032576
ENSG00000163933	2.4531	0.0070822
ENSG00000163932	0.40743	0.34185
ENSG00000163931	0.41163	0.34031
ENSG00000272886	0.37199	0.35495
ENSG00000157388	1.2799	0.10029
ENSG00000016391	-0.79182	0.78577
ENSG00000056736	0.3859	0.34979
ENSG00000113812	0.57037	0.28421
ENSG00000157445	1.2902	0.09849
ENSG00000144771	1.6621	0.048249
ENSG00000114251	1.1034	0.13493
ENSG00000187672	-1.5929	0.94441
ENSG00000180376	-0.11346	0.54517
ENSG00000163947	4.1202	1.89E-05
ENSG00000186451	-0.63512	0.73732
ENSG00000144730	0.73237	0.23197
ENSG00000163666	0.65262	0.257
ENSG00000157500	1.0066	0.15707
ENSG00000239388	1.4057	0.079911
ENSG00000174840	2.2359	0.012678
ENSG00000168374	2.3468	0.0094685
ENSG00000174839	2.1263	0.016739
ENSG00000163681	2.3546	0.0092705
ENSG00000136068	0.048161	0.48079
ENSG00000163687	-1.1699	0.87898
ENSG00000163686	0.7981	0.21241
ENSG00000163684	1.4386	0.075135
ENSG00000168297	1.5985	0.054965
ENSG00000168291	1.2749	0.10118
ENSG00000168301	0.97117	0.16573
ENSG00000168306	-0.0092704	0.5037
ENSG00000168309	-0.90315	0.81678
ENSG00000198643	1.6654	0.047918
ENSG00000189283	-0.49791	0.69073
ENSG00000144724	-0.82327	0.79482
ENSG00000114405	-0.92564	0.82268
ENSG00000153266	-0.77107	0.77967
ENSG00000163618	1.601	0.054691
ENSG00000163630	-2.8506	0.99782
ENSG00000188817	-1.3866	0.91722
ENSG00000163634	-1.4211	0.92235
ENSG00000163635	-0.34909	0.63649
ENSG00000163636	-1.0095	0.84362
ENSG00000163637	-1.0107	0.84392
ENSG00000163638	-0.179	0.57103
ENSG00000151276	-2.0417	0.97941
ENSG00000144749	2.1686	0.015058
ENSG00000163376	-0.10025	0.53993
ENSG00000172340	-1.2952	0.90238
ENSG00000163378	0.50277	0.30756
ENSG00000144747	0.23672	0.40644
ENSG00000144744	-0.37797	0.64727
ENSG00000144746	1.1187	0.13163
ENSG00000163380	0.74338	0.22863
ENSG00000114541	1.6505	0.049417
ENSG00000187098	0.05809	0.47684
ENSG00000114861	5.1119	1.60E-07
ENSG00000163412	0.39212	0.34749
ENSG00000170837	-0.89856	0.81556
ENSG00000163421	-0.070202	0.52798
ENSG00000163602	0.40399	0.34311
ENSG00000144736	0.036225	0.48555
ENSG00000172986	0.66541	0.2529
ENSG00000163605	-0.17354	0.56888
ENSG00000255423	0.26741	0.39458
ENSG00000121440	-1.1792	0.88084
ENSG00000113805	-0.60757	0.72826
ENSG00000227124	-1.7116	0.95652
ENSG00000185008	-1.7866	0.963
ENSG00000169855	0.42262	0.33629
ENSG00000114480	-0.59186	0.72303
ENSG00000175161	-0.29898	0.61752
ENSG00000206538	0.25219	0.40045
ENSG00000083937	-1.9688	0.97551
ENSG00000064835	-1.5057	0.93393
ENSG00000179097	-0.42596	0.66493
ENSG00000163320	1.5116	0.065318
ENSG00000175105	1.5544	0.060046
ENSG00000179021	1.6973	0.044822
ENSG00000044524	-1.1394	0.87274
ENSG00000184500	-1.2254	0.88978
ENSG00000169379	-1.0451	0.85202
ENSG00000178750	-0.49108	0.68832
ENSG00000178694	-1.3655	0.91396
ENSG00000080224	-1.7115	0.9565
ENSG00000113966	-3.1532	0.99919
ENSG00000080200	-2.808	0.99751
ENSG00000183185	-0.045816	0.51827
ENSG00000196578	1.3022	0.096432
ENSG00000231192	1.3527	0.088074
ENSG00000236032	1.3109	0.09495
ENSG00000233412	1.3626	0.086509
ENSG00000230301	1.6767	0.046805
ENSG00000197938	1.683	0.046191
ENSG00000196098	0.52929	0.2983
ENSG00000206536	0.78661	0.21576
ENSG00000232382	0.31141	0.37775
ENSG00000231861	-0.065427	0.52608
ENSG00000080822	-0.9505	0.82907
ENSG00000154165	-0.41871	0.66229
ENSG00000080819	0.90106	0.18378
ENSG00000064225	2.1161	0.017168
ENSG00000057019	1.4951	0.067445
ENSG00000144810	1.4943	0.067552
ENSG00000184220	0.2334	0.40772
ENSG00000168386	0.25522	0.39928
ENSG00000036054	1.4917	0.067895
ENSG00000114021	-0.49913	0.69116
ENSG00000206535	1.21	0.11314
ENSG00000181458	-0.19455	0.57713
ENSG00000144820	-0.49196	0.68863
ENSG00000114354	-0.6604	0.7455
ENSG00000154175	2.579	0.0049547
ENSG00000081148	2.5149	0.0059527
ENSG00000138468	1.8028	0.035711
ENSG00000174173	1.4228	0.077398
ENSG00000081154	2.7221	0.0032433
ENSG00000066422	2.9636	0.0015203
ENSG00000114391	2.1846	0.01446
ENSG00000182504	2.4505	0.0071326
ENSG00000144815	1.7742	0.038012
ENSG00000144802	2.7243	0.0032214
ENSG00000170044	-0.17779	0.57056
ENSG00000170017	1.4744	0.070183
ENSG00000114423	3.9591	3.76E-05
ENSG00000138483	-1.7323	0.95839
ENSG00000114439	-0.019372	0.50773
ENSG00000196776	-0.59155	0.72292
ENSG00000114446	0.68086	0.24798
ENSG00000114455	1.5115	0.065333
ENSG00000144821	0.88021	0.18937
ENSG00000198919	0.044657	0.48219
ENSG00000163515	1.3495	0.088584
ENSG00000163519	0.95104	0.17079
ENSG00000138472	0.45903	0.3231
ENSG00000114487	0.4286	0.33411
ENSG00000163530	-0.30944	0.62151
ENSG00000121570	0.68058	0.24807
ENSG00000153283	1.0369	0.1499
ENSG00000177494	0.26756	0.39452
ENSG00000240891	0.25815	0.39815
ENSG00000144824	0.42946	0.3338
ENSG00000144827	0.44665	0.32756
ENSG00000144834	-0.6701	0.7486
ENSG00000176040	-0.19508	0.57734
ENSG00000114529	-0.69194	0.75551
ENSG00000174500	-0.55941	0.71206
ENSG00000172139	1.5206	0.064183
ENSG00000091972	2.6306	0.0042613
ENSG00000186265	0.26111	0.397
ENSG00000144848	0.51108	0.30465
ENSG00000138459	0.35614	0.36087
ENSG00000091986	0.63122	0.26395
ENSG00000206531	1.0867	0.13859
ENSG00000163606	1.4709	0.070656
ENSG00000163607	1.192	0.11662
ENSG00000144857	1.9687	0.024492
ENSG00000206530	2.7265	0.0032009
ENSG00000163611	1.4584	0.072365
ENSG00000072858	3.8466	5.99E-05
ENSG00000121579	3.0699	0.0010706
ENSG00000114573	2.859	0.002125
ENSG00000178075	0.80596	0.21013
ENSG00000184307	0.23634	0.40659
ENSG00000151577	-2.107	0.98244
ENSG00000174255	0.37224	0.35486
ENSG00000181847	1.1534	0.12437
ENSG00000181722	-0.51615	0.69713
ENSG00000172020	0.95212	0.17052
ENSG00000185565	2.4098	0.0079814
ENSG00000144847	0.21475	0.41498
ENSG00000114638	-0.48552	0.68635
ENSG00000121578	-0.30601	0.6202
ENSG00000031081	6.0527	7.12E-10
ENSG00000176142	6.1379	4.18E-10
ENSG00000163389	5.12	1.53E-07
ENSG00000113845	5.5286	1.61E-08
ENSG00000121594	5.0923	1.77E-07
ENSG00000144843	-0.66219	0.74607
ENSG00000144837	1.5495	0.060628
ENSG00000121577	0.38533	0.34999
ENSG00000138495	0.073697	0.47063
ENSG00000144852	0.61534	0.26916
ENSG00000082701	0.31574	0.3761
ENSG00000175697	-0.7056	0.75978
ENSG00000163428	-1.7376	0.95886
ENSG00000163430	-1.1411	0.87308
ENSG00000065518	1.4678	0.071084
ENSG00000113924	0.15332	0.43907
ENSG00000144840	-1.0573	0.85482
ENSG00000153767	-1.0989	0.86409
ENSG00000145087	1.3967	0.081254
ENSG00000051341	1.2479	0.10603
ENSG00000186103	-0.25574	0.60092
ENSG00000163833	2.7909	0.0026284
ENSG00000180353	3.5681	0.00017978
ENSG00000173230	4.418	4.98E-06
ENSG00000173226	6.5496	2.88E-11
ENSG00000145088	5.4929	1.98E-08
ENSG00000163406	3.948	3.94E-05
ENSG00000145103	5.514	1.75E-08
ENSG00000114013	6.1137	4.87E-10
ENSG00000036828	1.9009	0.02866
ENSG00000121552	1.0921	0.1374
ENSG00000114023	1.2475	0.10611
ENSG00000196981	0.71392	0.23764
ENSG00000114030	0.97257	0.16538
ENSG00000138496	0.97181	0.16557
ENSG00000163840	0.38866	0.34877
ENSG00000173200	-0.58598	0.72105
ENSG00000173193	0.13858	0.44489
ENSG00000169087	-1.1817	0.88135
ENSG00000082684	-0.69568	0.75668
ENSG00000065485	0.25003	0.40128
ENSG00000121542	1.0758	0.141
ENSG00000173175	-1.1524	0.87542
ENSG00000206527	0.72262	0.23496
ENSG00000065534	0.076092	0.46967
ENSG00000175455	1.0193	0.15402
ENSG00000065371	0.67857	0.24871
ENSG00000160145	-0.88917	0.81304
ENSG00000114491	0.074665	0.47024
ENSG00000082781	1.7678	0.038548
ENSG00000173702	1.2483	0.10596
ENSG00000173706	0.88044	0.18931
ENSG00000221955	-1.4767	0.93012
ENSG00000163848	-1.3615	0.91332
ENSG00000114520	1.5295	0.063069
ENSG00000144909	1.7125	0.043402
ENSG00000114547	0.99243	0.16049
ENSG00000114544	2.7116	0.0033475
ENSG00000144908	3.4517	0.00027857
ENSG00000163884	1.0943	0.13692
ENSG00000070476	0.083966	0.46654
ENSG00000159650	-1.3779	0.91589
ENSG00000180767	-1.22	0.88877
ENSG00000180697	-1.4708	0.92933
ENSG00000197763	0.26225	0.39656
ENSG00000159685	-0.2405	0.59503
ENSG00000114554	-0.57627	0.71778
ENSG00000214324	1.3161	0.094074
ENSG00000163870	0.80735	0.20973
ENSG00000073111	0.52733	0.29898
ENSG00000114631	0.64269	0.26021
ENSG00000114626	0.68398	0.24699
ENSG00000074416	0.62805	0.26499
ENSG00000187715	-1.1027	0.86492
ENSG00000058262	-2.1472	0.98411
ENSG00000175792	-2.2813	0.98873
ENSG00000132394	-0.77314	0.78028
ENSG00000179407	-0.72545	0.76591
ENSG00000179348	1.8433	0.032645
ENSG00000163902	2.2938	0.0109
ENSG00000075785	1.0727	0.14171
ENSG00000177646	-0.46622	0.67947
ENSG00000114654	-0.42131	0.66324
ENSG00000169704	-1.3038	0.90386
ENSG00000172780	-1.1518	0.87529
ENSG00000261796	-1.9933	0.97689
ENSG00000240682	-1.7229	0.95755
ENSG00000169714	-0.43446	0.66802
ENSG00000181789	-0.36314	0.64175
ENSG00000183624	0.20077	0.42044
ENSG00000172771	0.70092	0.24168
ENSG00000129071	0.46455	0.32113
ENSG00000163913	0.22891	0.40947
ENSG00000163914	-0.099432	0.5396
ENSG00000004399	0.20374	0.41928
ENSG00000172765	-0.71131	0.76155
ENSG00000170893	0.098397	0.46081
ENSG00000251287	-2.8921	0.99809
ENSG00000172752	0.47631	0.31693
ENSG00000206384	-0.62233	0.73314
ENSG00000196455	-0.93255	0.82447
ENSG00000017260	0.59598	0.27559
ENSG00000034533	0.32154	0.3739
ENSG00000114670	-0.131	0.55211
ENSG00000198585	-1.4275	0.92328
ENSG00000114686	-0.25683	0.60135
ENSG00000196353	0.91074	0.18122
ENSG00000138246	0.43914	0.33028
ENSG00000240303	1.7956	0.036276
ENSG00000129048	1.6052	0.054224
ENSG00000081307	1.2392	0.10763
ENSG00000113971	0.14839	0.44102
ENSG00000144868	0.072849	0.47096
ENSG00000170819	0.29839	0.3827
ENSG00000091527	-1.8315	0.96649
ENSG00000163781	-1.2759	0.89901
ENSG00000091513	-0.65154	0.74265
ENSG00000144867	0.73436	0.23136
ENSG00000154917	0.28632	0.38732
ENSG00000288547	-1.1024	0.86485
ENSG00000174640	-0.97269	0.83465
ENSG00000163785	-1.5541	0.93992
ENSG00000114019	-0.73474	0.76875
ENSG00000129055	-0.28154	0.61085
ENSG00000182923	-0.30948	0.62152
ENSG00000174611	-0.15554	0.5618
ENSG00000154928	0.040507	0.48384
ENSG00000073711	0.97201	0.16552
ENSG00000174579	-1.3903	0.91778
ENSG00000114054	-0.19714	0.57814
ENSG00000118007	-0.44869	0.67317
ENSG00000168917	-0.58715	0.72145
ENSG00000158092	-0.38627	0.65035
ENSG00000174564	-0.96623	0.83304
ENSG00000168875	-1.1055	0.86553
ENSG00000066405	-0.40584	0.65757
ENSG00000158163	-0.56835	0.7151
ENSG00000118017	-0.78057	0.78247
ENSG00000138231	-1.2901	0.90149
ENSG00000114098	0.3177	0.37536
ENSG00000181322	1.8077	0.035325
ENSG00000158186	2.5204	0.0058615
ENSG00000158220	-0.48798	0.68722
ENSG00000114107	-0.41947	0.66256
ENSG00000158234	0.22489	0.41103
ENSG00000051382	0.45081	0.32606
ENSG00000183770	-1.1047	0.86535
ENSG00000206262	-1.0384	0.85045
ENSG00000206260	-0.88844	0.81285
ENSG00000184814	-0.73743	0.76957
ENSG00000233701	-1.2713	0.89819
ENSG00000175110	0.38224	0.35114
ENSG00000184432	1.0124	0.15567
ENSG00000114113	1.16	0.12302
ENSG00000114115	0.26087	0.3971
ENSG00000163864	-0.1585	0.56297
ENSG00000158258	0.76732	0.22144
ENSG00000155890	0.010399	0.49585
ENSG00000114120	-0.091255	0.53635
ENSG00000175093	-0.18825	0.57466
ENSG00000155893	-0.95187	0.82942
ENSG00000177311	3.2068	0.00067117
ENSG00000155903	2.3251	0.010034
ENSG00000114125	0.73443	0.23134
ENSG00000114124	-0.94958	0.82884
ENSG00000069849	-0.94583	0.82788
ENSG00000114126	0.70486	0.24045
ENSG00000175066	0.59168	0.27703
ENSG00000114127	1.2447	0.10662
ENSG00000175054	1.0076	0.15682
ENSG00000120756	0.9666	0.16687
ENSG00000144935	1.4213	0.077612
ENSG00000163710	-0.22516	0.58907
ENSG00000188582	0.146	0.44196
ENSG00000163714	-0.19865	0.57873
ENSG00000175040	-0.14993	0.55959
ENSG00000181804	0.53069	0.29782
ENSG00000152952	0.31573	0.3761
ENSG00000114698	-1.076	0.85904
ENSG00000163746	-1.2964	0.90258
ENSG00000188313	-1.6154	0.94689
ENSG00000231213	-1.2086	0.88659
ENSG00000174963	-0.35081	0.63713
ENSG00000152977	-0.80919	0.7908
ENSG00000144891	1.6099	0.053707
ENSG00000153002	1.8971	0.028905
ENSG00000163751	2.9948	0.0013731
ENSG00000163754	-0.90505	0.81728
ENSG00000071794	-0.0043509	0.50174
ENSG00000163755	1.1152	0.13239
ENSG00000047457	1.0274	0.15211
ENSG00000163762	0.94238	0.173
ENSG00000169908	-0.20162	0.57989
ENSG00000169903	1.874	0.030463
ENSG00000018408	0.099863	0.46023
ENSG00000114744	-1.3772	0.91577
ENSG00000206199	0.13159	0.44765
ENSG00000082996	0.27614	0.39122
ENSG00000070087	0.40656	0.34216
ENSG00000196428	1.0704	0.14223
ENSG00000120742	-1.1563	0.87621
ENSG00000144895	-1.0414	0.85114
ENSG00000163645	-0.13438	0.55345
ENSG00000181788	-1.4057	0.9201
ENSG00000163646	0.38321	0.35078
ENSG00000144893	2.1892	0.014291
ENSG00000174946	0.17562	0.4303
ENSG00000174944	-0.2965	0.61658
ENSG00000138271	0.43891	0.33036
ENSG00000181631	0.33756	0.36785
ENSG00000169313	0.43075	0.33333
ENSG00000152580	2.6695	0.0037986
ENSG00000197953	-1.4481	0.92621
ENSG00000114771	0.88038	0.18933
ENSG00000198829	-0.31722	0.62446
ENSG00000152601	0.62821	0.26493
ENSG00000169860	0.1914	0.4241
ENSG00000181467	-0.65334	0.74323
ENSG00000114790	-0.66343	0.74647
ENSG00000174953	-1.0861	0.86127
ENSG00000174948	-2.0766	0.98108
ENSG00000196549	-0.30282	0.61899
ENSG00000114805	-0.23891	0.59441
ENSG00000174928	-0.7357	0.76904
ENSG00000169359	-0.90126	0.81627
ENSG00000163655	-0.86329	0.80601
ENSG00000169282	-0.23845	0.59423
ENSG00000114850	-0.85623	0.80407
ENSG00000163659	0.41986	0.33729
ENSG00000197980	1.465	0.071465
ENSG00000163660	-0.19911	0.57891
ENSG00000197415	-0.90137	0.81631
ENSG00000163661	0.15597	0.43803
ENSG00000168779	-1.4325	0.924
ENSG00000174891	0.14704	0.44155
ENSG00000178053	-0.028643	0.51143
ENSG00000168827	1.0124	0.15567
ENSG00000079257	1.1846	0.11808
ENSG00000118849	0.95009	0.17103
ENSG00000118855	1.1133	0.13279
ENSG00000214216	0.031389	0.48748
ENSG00000283154	2.8708	0.0020471
ENSG00000151967	3.0675	0.0010793
ENSG00000168811	4.8639	5.75E-07
ENSG00000180044	0.14593	0.44199
ENSG00000068885	-0.49099	0.68828
ENSG00000113810	-0.76818	0.77881
ENSG00000213186	-0.53019	0.70201
ENSG00000186432	0.00025482	0.4999
ENSG00000179674	0.52681	0.29916
ENSG00000163590	-0.72063	0.76443
ENSG00000169255	-2.2912	0.98902
ENSG00000169251	-1.8	0.96407
ENSG00000196542	-0.96027	0.83154
ENSG00000182447	-1.4547	0.92713
ENSG00000090402	0.57253	0.28348
ENSG00000121871	0.99467	0.15995
ENSG00000114200	-2.3491	0.99059
ENSG00000169064	0.40268	0.34359
ENSG00000114204	-0.49331	0.6891
ENSG00000174776	-1.0661	0.8568
ENSG00000114209	0.097224	0.46127
ENSG00000163536	-0.14182	0.55639
ENSG00000173905	0.54849	0.29168
ENSG00000085276	2.8785	0.0019981
ENSG00000184378	5.2827	6.36E-08
ENSG00000085274	5.5949	1.10E-08
ENSG00000171757	5.6769	6.86E-09
ENSG00000188306	5.6164	9.75E-09
ENSG00000114248	5.1214	1.52E-07
ENSG00000187033	-0.68042	0.75188
ENSG00000008952	0.20905	0.4172
ENSG00000173890	0.91481	0.18015
ENSG00000173889	0.63851	0.26157
ENSG00000163558	-1.9957	0.97701
ENSG00000136603	-0.22383	0.58856
ENSG00000013297	0.38274	0.35095
ENSG00000013293	0.98627	0.162
ENSG00000163584	0.031327	0.4875
ENSG00000163577	-0.54879	0.70843
ENSG00000163581	-0.7732	0.7803
ENSG00000154310	0.7614	0.22321
ENSG00000075651	2.4932	0.0063297
ENSG00000186329	0.4931	0.31097
ENSG00000075420	0.20046	0.42056
ENSG00000121853	-0.0079236	0.50316
ENSG00000121858	-0.51968	0.69835
ENSG00000144959	0.77891	0.21802
ENSG00000114346	-0.37076	0.64459
ENSG00000144962	0.058248	0.47678
ENSG00000169760	0.34829	0.36381
ENSG00000177694	-0.25038	0.59885
ENSG00000177565	-0.18031	0.57155
ENSG00000197584	-0.50388	0.69283
ENSG00000172667	0.0099515	0.49603
ENSG00000121879	0.47012	0.31914
ENSG00000171121	1.7992	0.03599
ENSG00000121864	-0.060891	0.52428
ENSG00000171109	0.48383	0.31425
ENSG00000114450	1.872	0.030605
ENSG00000136518	-0.0049195	0.50196
ENSG00000136522	-0.33401	0.63081
ENSG00000136521	-0.35415	0.63839
ENSG00000058056	-1.3551	0.91231
ENSG00000114757	-1.1762	0.88025
ENSG00000163728	1.5198	0.064277
ENSG00000284862	2.1551	0.015578
ENSG00000114416	-2.2252	0.98697
ENSG00000205981	-1.9571	0.97483
ENSG00000181449	-2.7158	0.99669
ENSG00000058063	-0.65131	0.74258
ENSG00000043093	0.2194	0.41317
ENSG00000078070	0.54038	0.29447
ENSG00000078081	-0.68674	0.75388
ENSG00000053524	-1.4713	0.92939
ENSG00000176597	0.89828	0.18452
ENSG00000172578	1.132	0.12882
ENSG00000114796	-2.2415	0.9875
ENSG00000163872	-0.41521	0.66101
ENSG00000180834	-0.22865	0.59043
ENSG00000175193	1.09	0.13785
ENSG00000114770	0.17496	0.43055
ENSG00000186090	0.28967	0.38603
ENSG00000178084	-1.3105	0.90498
ENSG00000186038	-1.0824	0.86045
ENSG00000145191	-2.0632	0.98045
ENSG00000161202	-1.6281	0.94824
ENSG00000161203	-0.53532	0.70378
ENSG00000161204	-0.33634	0.63169
ENSG00000145198	0.004658	0.49814
ENSG00000214160	-0.093887	0.5374
ENSG00000145194	1.1578	0.12347
ENSG00000163888	0.49754	0.30941
ENSG00000175166	1.8941	0.029103
ENSG00000114867	2.1667	0.01513
ENSG00000175182	0.57097	0.28401
ENSG00000114859	0.1108	0.45589
ENSG00000163882	0.012304	0.49509
ENSG00000090534	0.56139	0.28727
ENSG00000090539	0.41713	0.33829
ENSG00000182580	-1.6747	0.953
ENSG00000177383	1.2644	0.10304
ENSG00000156931	-0.10493	0.54179
ENSG00000187068	0.50242	0.30768
ENSG00000113790	-0.64852	0.74168
ENSG00000073803	0.22225	0.41206
ENSG00000163900	0.34335	0.36567
ENSG00000163898	0.082437	0.46715
ENSG00000163904	0.53151	0.29753
ENSG00000073792	-0.96386	0.83244
ENSG00000136527	0.31438	0.37662
ENSG00000244405	-0.86905	0.80759
ENSG00000058866	-0.2716	0.60704
ENSG00000213139	0.1147	0.45434
ENSG00000113838	1.016	0.15483
ENSG00000090520	1.1791	0.11917
ENSG00000145192	3.4314	0.00030021
ENSG00000090512	-0.16015	0.56362
ENSG00000113905	0.15821	0.43715
ENSG00000113889	2.1273	0.016696
ENSG00000156976	0.10228	0.45927
ENSG00000163918	0.10577	0.45788
ENSG00000181092	-1.1988	0.88469
ENSG00000073849	0.53776	0.29537
ENSG00000163923	0.89273	0.186
ENSG00000175077	0.11419	0.45455
ENSG00000127241	-0.72447	0.76561
ENSG00000136514	1.716	0.043081
ENSG00000157005	0.024563	0.4902
ENSG00000198471	-1.4778	0.93027
ENSG00000113916	-0.21606	0.58553
ENSG00000145012	2.6031	0.0046191
ENSG00000188001	-3.1689	0.99923
ENSG00000073282	0.61938	0.26783
ENSG00000090530	-0.68384	0.75296
ENSG00000163347	-2.0818	0.98132
ENSG00000113946	-1.4406	0.92515
ENSG00000198398	-0.34197	0.63381
ENSG00000196083	-1.7789	0.96237
ENSG00000205835	0.26666	0.39487
ENSG00000188729	2.1873	0.014359
ENSG00000188958	0.14894	0.4408
ENSG00000152492	-1.2968	0.90264
ENSG00000253548	-1.1411	0.8731
ENSG00000114279	0.39377	0.34688
ENSG00000180611	1.4405	0.074864
ENSG00000187527	0.48834	0.31265
ENSG00000127249	-0.54387	0.70673
ENSG00000198836	0.3716	0.3551
ENSG00000114315	1.5594	0.05945
ENSG00000178772	-0.58975	0.72232
ENSG00000172061	-0.24094	0.5952
ENSG00000178732	0.68697	0.24605
ENSG00000133657	0.15112	0.43994
ENSG00000145014	0.59564	0.27571
ENSG00000041802	2.0898	0.018318
ENSG00000185112	1.7004	0.044528
ENSG00000173950	-0.88	0.81057
ENSG00000114331	-1.3153	0.9058
ENSG00000184203	-0.73515	0.76888
ENSG00000189058	-1.2284	0.89036
ENSG00000176945	-2.2467	0.98767
ENSG00000145113	-3.1102	0.99907
ENSG00000061938	-0.2671	0.6053
ENSG00000072274	-0.55452	0.71039
ENSG00000163958	1.3322	0.091398
ENSG00000163959	2.5561	0.0052923
ENSG00000161217	1.5663	0.058641
ENSG00000145107	1.7694	0.03841
ENSG00000163960	2.3487	0.0094192
ENSG00000163961	1.417	0.078243
ENSG00000214097	1.1781	0.11938
ENSG00000185798	1.4049	0.08002
ENSG00000174013	1.3849	0.083037
ENSG00000174004	2.3497	0.0093933
ENSG00000174007	1.3361	0.090763
ENSG00000163964	0.90996	0.18142
ENSG00000180370	1.2798	0.10031
ENSG00000119231	0.86374	0.19386
ENSG00000114503	0.52585	0.2995
ENSG00000119227	-0.90255	0.81662
ENSG00000075711	0.35427	0.36157
ENSG00000161267	2.4459	0.0072244
ENSG00000122068	0.46837	0.31976
ENSG00000186001	0.61368	0.26971
ENSG00000114473	0.69006	0.24508
ENSG00000182899	-0.61075	0.72932
ENSG00000185621	0.35301	0.36204
ENSG00000272602	0.37775	0.35281
ENSG00000186777	0.48002	0.31561
ENSG00000131127	0.40458	0.34289
ENSG00000182903	1.1769	0.11962
ENSG00000174227	1.0333	0.15073
ENSG00000133256	0.4727	0.31822
ENSG00000215375	-0.59165	0.72296
ENSG00000185619	0.4961	0.30991
ENSG00000168993	1.4827	0.069077
ENSG00000178950	2.4697	0.0067618
