GENE_ID	GENE_NAME	GENE_DESCRIPTION	EXPR WT O T3	baseMean	log2FoldChange	lfcSE	stat	FC	pvalue	padj
ENSMUSG00000030218	Mgp	matrix Gla protein 	2	277.78	-0.3	0.2	-1.54	0.81	0.12371	0.58603
ENSMUSG00000033088	Triobp	TRIO and F-actin binding protein 	2	371.89	0.16	0.11	1.54	1.12	0.12367	0.58603
ENSMUSG00000027160	Ccdc34	coiled-coil domain containing 34 	2	404.08	-0.17	0.11	-1.54	0.89	0.12362	0.58603
ENSMUSG00000039354	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1 	2	2297.35	0.09	0.06	1.54	1.06	0.12368	0.58603
ENSMUSG00000054072	Iigp1	interferon inducible GTPase 1 	2	93.25	0.41	0.27	1.54	1.33	0.12384	0.58614
ENSMUSG00000044707	Ccnjl	cyclin J-like 	2	128.94	0.5	0.32	1.54	1.41	0.12378	0.58614
ENSMUSG00000021532	Fastkd3	FAST kinase domains 3 	2	451.96	0.22	0.14	1.54	1.16	0.12384	0.58614
ENSMUSG00000049796	Crh	corticotropin releasing hormone 	2	54.98	0.63	0.41	1.54	1.55	0.12414	0.5863
ENSMUSG00000033717	Adra2a	adrenergic receptor, alpha 2a 	2	172.24	0.37	0.24	1.54	1.29	0.12426	0.5863
ENSMUSG00000045761	Togaram2	TOG array regulator of axonemal microtubules 2 	2	252.09	-0.36	0.23	-1.54	0.78	0.1242	0.5863
ENSMUSG00000001260	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 	2	986.61	0.35	0.23	1.54	1.28	0.12395	0.5863
ENSMUSG00000030104	Edem1	ER degradation enhancer, mannosidase alpha-like 1 	2	1078.94	-0.2	0.13	-1.54	0.87	0.12425	0.5863
ENSMUSG00000075467	Dnlz	DNL-type zinc finger 	2	1310.19	0.11	0.07	1.54	1.08	0.12393	0.5863
ENSMUSG00000031776	Arl2bp	ADP-ribosylation factor-like 2 binding protein 	2	3688.05	0.09	0.06	1.54	1.07	0.12405	0.5863
ENSMUSG00000033295	Ptprf	protein tyrosine phosphatase, receptor type, F 	2	4680.43	0.11	0.07	1.54	1.08	0.12408	0.5863
ENSMUSG00000029686	Cul1	cullin 1 	2	4339.56	-0.21	0.14	-1.54	0.87	0.12427	0.5863
ENSMUSG00000023169	Slc38a1	solute carrier family 38, member 1 	2	7528.49	0.13	0.09	1.54	1.1	0.12402	0.5863
ENSMUSG00000028248	Pnisr	PNN interacting serine/arginine-rich 	2	12456.34	-0.07	0.04	-1.54	0.96	0.12423	0.5863
ENSMUSG00000004937	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha 	2	3848.66	0.08	0.06	1.54	1.06	0.12437	0.5863
ENSMUSG00000052534	Pbx1	pre B cell leukemia homeobox 1 	2	5609.63	0.13	0.09	1.54	1.1	0.1243	0.5863
ENSMUSG00000029778	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1 	2	6760.83	0.17	0.11	1.54	1.12	0.12437	0.5863
ENSMUSG00000055923	Aasdh	aminoadipate-semialdehyde dehydrogenase 	2	758.48	0.28	0.18	1.54	1.21	0.12445	0.58647
ENSMUSG00000060639	H4c9	H4 clustered histone 9 	2	86.32	0.37	0.24	1.54	1.29	0.1245	0.58654
ENSMUSG00000040035	Disp2	dispatched RND tramsporter family member 2 	2	7451.09	0.45	0.29	1.54	1.37	0.12455	0.58662
ENSMUSG00000049676	Catsperg1	cation channel sperm associated auxiliary subunit gamma 1 	2	43.13	0.73	0.48	1.54	1.66	0.12463	0.58679
ENSMUSG00000071691	Gm960	predicted gene 960 	2	97.17	0.37	0.24	1.54	1.29	0.12466	0.58679
ENSMUSG00000042812	Foxf1	forkhead box F1 	2	27.71	-0.47	0.3	-1.54	0.72	0.12472	0.58686
ENSMUSG00000047904	Sstr2	somatostatin receptor 2 	2	224.21	-0.37	0.24	-1.54	0.77	0.12474	0.58686
ENSMUSG00000042282	Gucy2f	guanylate cyclase 2f 	2	46.33	0.38	0.25	1.53	1.3	0.12494	0.58734
ENSMUSG00000049299	Trappc1	trafficking protein particle complex 1 	2	719.59	0.12	0.08	1.53	1.09	0.12495	0.58734
ENSMUSG00000043411	Usp48	ubiquitin specific peptidase 48 	2	6885.11	-0.09	0.06	-1.53	0.94	0.12493	0.58734
ENSMUSG00000078202	Nrarp	Notch-regulated ankyrin repeat protein 	2	538.49	0.16	0.11	1.53	1.12	0.12504	0.58759
ENSMUSG00000057981	Vmn1r12	vomeronasal 1 receptor 12 	2	138.11	-0.28	0.18	-1.53	0.83	0.12513	0.58775
ENSMUSG00000118665	LIN54	lin-54 homolog (C. elegans) 	2	528.49	-0.23	0.15	-1.53	0.85	0.12515	0.58775
ENSMUSG00000049728	Zfp668	zinc finger protein 668 	2	664.27	0.23	0.15	1.53	1.18	0.12531	0.58815
ENSMUSG00000026150	Mff	mitochondrial fission factor 	2	5089.22	-0.08	0.05	-1.53	0.94	0.12534	0.58815
ENSMUSG00000031488	Rab11fip1	RAB11 family interacting protein 1 (class I) 	2	222.36	-0.24	0.16	-1.53	0.84	0.12547	0.5886
ENSMUSG00000051527	Usp29	ubiquitin specific peptidase 29 	2	2368.01	0.25	0.17	1.53	1.19	0.12557	0.58887
ENSMUSG00000001918	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5 	2	133.96	0.32	0.21	1.53	1.25	0.12566	0.58916
ENSMUSG00000058392	Rrp1b	ribosomal RNA processing 1B 	2	1114.86	-0.15	0.1	-1.53	0.9	0.12575	0.58924
ENSMUSG00000074649	BC029722	cDNA sequence BC029722 	2	1311.74	0.15	0.1	1.53	1.11	0.12574	0.58924
ENSMUSG00000055653	Gpc3	glypican 3 	2	121.61	0.47	0.31	1.53	1.39	0.12611	0.59024
ENSMUSG00000080717	B230307C23Rik	RIKEN cDNA B230307C23 gene 	2	245.07	-0.2	0.13	-1.53	0.87	0.1261	0.59024
ENSMUSG00000019461	Plscr3	phospholipid scramblase 3 	2	488.66	-0.14	0.09	-1.53	0.91	0.12608	0.59024
ENSMUSG00000044037	Als2cl	ALS2 C-terminal like 	2	672.8	0.24	0.15	1.53	1.18	0.12623	0.59032
ENSMUSG00000030706	Mrpl48	mitochondrial ribosomal protein L48 	2	1805.07	-0.08	0.06	-1.53	0.94	0.1262	0.59032
ENSMUSG00000060261	Gtf2i	general transcription factor II I 	2	8873.02	-0.13	0.09	-1.53	0.91	0.12623	0.59032
ENSMUSG00000051159	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 	2	31.69	0.74	0.48	1.53	1.67	0.12635	0.59068
ENSMUSG00000068859	Sp9	trans-acting transcription factor 9 	2	431.1	0.25	0.16	1.53	1.19	0.12639	0.59073
ENSMUSG00000026107	Nabp1	nucleic acid binding protein 1 	2	317.56	0.18	0.12	1.53	1.13	0.12655	0.59127
ENSMUSG00000043051	Disc1	disrupted in schizophrenia 1 	2	74.12	0.3	0.2	1.53	1.23	0.12699	0.59131
ENSMUSG00000032921	Odf4	outer dense fiber of sperm tails 4 	2	65.78	-0.42	0.28	-1.53	0.75	0.12708	0.59131
ENSMUSG00000034035	Ccdc17	coiled-coil domain containing 17 	2	72.45	-0.37	0.24	-1.53	0.77	0.12683	0.59131
ENSMUSG00000112038	Gm47056	predicted gene, 47056 	2	219.84	-0.21	0.14	-1.53	0.86	0.12703	0.59131
ENSMUSG00000100967	Gm29666	predicted gene 29666 	2	524.7	-0.17	0.11	-1.53	0.89	0.12664	0.59131
ENSMUSG00000043923	Ccdc84	coiled-coil domain containing 84 	2	654.27	-0.12	0.08	-1.53	0.92	0.12707	0.59131
ENSMUSG00000047181	Samd14	sterile alpha motif domain containing 14 	2	922.77	0.24	0.16	1.53	1.18	0.12707	0.59131
ENSMUSG00000074643	Cpne1	copine I 	2	1095.73	0.17	0.11	1.53	1.13	0.12698	0.59131
ENSMUSG00000049971	Glt1d1	glycosyltransferase 1 domain containing 1 	2	1093.33	-0.12	0.08	-1.53	0.92	0.12661	0.59131
ENSMUSG00000038024	Dennd4c	DENN/MADD domain containing 4C 	2	1522.34	-0.12	0.08	-1.53	0.92	0.1267	0.59131
ENSMUSG00000036949	Slc39a12	solute carrier family 39 (zinc transporter), member 12 	2	1804.27	0.11	0.08	1.53	1.08	0.12713	0.59131
ENSMUSG00000062661	Ncs1	neuronal calcium sensor 1 	2	8685.13	0.12	0.08	1.53	1.09	0.12687	0.59131
ENSMUSG00000021478	Drd1	dopamine receptor D1 	2	11447.69	-0.14	0.09	-1.53	0.91	0.12668	0.59131
ENSMUSG00000026042	Col5a2	collagen, type V, alpha 2 	2	232.86	-0.18	0.12	-1.53	0.88	0.12723	0.59155
ENSMUSG00000027411	Vps16	VSP16 CORVET/HOPS core subunit 	2	2070.82	-0.1	0.06	-1.52	0.93	0.12729	0.59155
ENSMUSG00000027784	Ppm1l	protein phosphatase 1 (formerly 2C)-like 	2	3504.96	0.2	0.13	1.52	1.15	0.12728	0.59155
ENSMUSG00000114494	Gm48663	predicted gene, 48663 	2	27.33	0.49	0.32	1.52	1.41	0.1274	0.59172
ENSMUSG00000023066	Rttn	rotatin 	2	405.51	-0.18	0.12	-1.52	0.88	0.12744	0.59172
ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor 	2	1186.69	-0.12	0.08	-1.52	0.92	0.12737	0.59172
ENSMUSG00000040385	Ppp1ca	protein phosphatase 1 catalytic subunit alpha 	2	14432.2	-0.11	0.07	-1.52	0.93	0.12753	0.59199
ENSMUSG00000026303	Mlph	melanophilin 	2	184.11	-0.25	0.16	-1.52	0.84	0.12768	0.59225
ENSMUSG00000037845	Fdxacb1	ferredoxin-fold anticodon binding domain containing 1 	2	309.81	-0.25	0.17	-1.52	0.84	0.1277	0.59225
ENSMUSG00000081485	Gm12338	predicted gene 12338 	2	448.27	-0.28	0.19	-1.52	0.82	0.12774	0.59225
ENSMUSG00000021271	Zfp839	zinc finger protein 839 	2	518.39	-0.14	0.09	-1.52	0.91	0.12779	0.59225
ENSMUSG00000027111	Itga6	integrin alpha 6 	2	1246.68	0.14	0.09	1.52	1.1	0.12772	0.59225
ENSMUSG00000024498	Tcerg1	transcription elongation regulator 1 (CA150) 	2	2530.98	-0.12	0.08	-1.52	0.92	0.1278	0.59225
ENSMUSG00000048489	Depp1	DEPP1 autophagy regulator 	2	37.98	-0.49	0.32	-1.52	0.71	0.12797	0.59257
ENSMUSG00000090336	Cfap97d2	CFAP97 domain containing 2 	2	67.94	-0.41	0.27	-1.52	0.75	0.12793	0.59257
ENSMUSG00000034354	Mtmr3	myotubularin related protein 3 	2	4117.66	0.07	0.05	1.52	1.05	0.12798	0.59257
ENSMUSG00000029130	Rnf32	ring finger protein 32 	2	586.64	-0.21	0.14	-1.52	0.86	0.12813	0.59276
ENSMUSG00000059146	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3 	2	12583.6	-0.24	0.16	-1.52	0.85	0.1281	0.59276
ENSMUSG00000092335	Zfp977	zinc finger protein 977 	2	41.18	-0.38	0.25	-1.52	0.77	0.12831	0.59325
ENSMUSG00000022978	Mis18a	MIS18 kinetochore protein A 	2	165.58	-0.21	0.14	-1.52	0.86	0.12867	0.59332
ENSMUSG00000028747	Htr6	5-hydroxytryptamine (serotonin) receptor 6 	2	239.73	0.29	0.19	1.52	1.22	0.12854	0.59332
ENSMUSG00000027353	Mcm8	minichromosome maintenance 8 homologous recombination repair factor 	2	201.05	-0.22	0.15	-1.52	0.86	0.12879	0.59332
ENSMUSG00000095990	Zfp97	zinc finger protein 97 	2	554.62	-0.15	0.1	-1.52	0.9	0.12848	0.59332
ENSMUSG00000022508	Bcl6	B cell leukemia/lymphoma 6 	2	634.3	0.18	0.12	1.52	1.14	0.12879	0.59332
ENSMUSG00000053286	Trmt1l	tRNA methyltransferase 1 like 	2	1166.86	0.11	0.07	1.52	1.08	0.12848	0.59332
ENSMUSG00000001630	Stk38l	serine/threonine kinase 38 like 	2	1250.4	0.12	0.08	1.52	1.08	0.12874	0.59332
ENSMUSG00000041881	Ndufa7	NADH:ubiquinone oxidoreductase subunit A7 	2	1868.48	0.1	0.06	1.52	1.07	0.1284	0.59332
ENSMUSG00000048583	Igf2	insulin-like growth factor 2 	2	1807.71	-0.61	0.4	-1.52	0.65	0.12856	0.59332
ENSMUSG00000027131	Emc4	ER membrane protein complex subunit 4 	2	2657.91	0.09	0.06	1.52	1.06	0.12839	0.59332
ENSMUSG00000030519	Apba2	amyloid beta (A4) precursor protein-binding, family A, member 2 	2	3287.52	0.08	0.05	1.52	1.05	0.12876	0.59332
ENSMUSG00000017221	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 	2	4407.98	0.08	0.05	1.52	1.05	0.12874	0.59332
ENSMUSG00000027419	Pcsk2	proprotein convertase subtilisin/kexin type 2 	2	13779.53	-0.12	0.08	-1.52	0.92	0.12868	0.59332
ENSMUSG00000005357	Slc1a6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6 	2	112.61	0.51	0.34	1.52	1.43	0.129	0.59359
ENSMUSG00000002803	Btbd6	BTB (POZ) domain containing 6 	2	1704.26	0.08	0.05	1.52	1.06	0.12894	0.59359
ENSMUSG00000040029	Ipo8	importin 8 	2	2207.86	0.14	0.09	1.52	1.1	0.12899	0.59359
ENSMUSG00000031511	Arhgef7	Rho guanine nucleotide exchange factor (GEF7) 	2	5537.74	0.21	0.14	1.52	1.15	0.1289	0.59359
ENSMUSG00000053846	Lipg	lipase, endothelial 	2	46.28	-0.48	0.31	-1.52	0.72	0.12904	0.59364
ENSMUSG00000032482	Cspg5	chondroitin sulfate proteoglycan 5 	2	8950.06	-0.05	0.03	-1.52	0.97	0.12909	0.59367
ENSMUSG00000036502	Tmem255a	transmembrane protein 255A 	2	658.1	0.68	0.45	1.52	1.6	0.12921	0.59384
ENSMUSG00000049553	Polr1a	polymerase (RNA) I polypeptide A 	2	2072.41	0.19	0.13	1.52	1.14	0.12918	0.59384
ENSMUSG00000070639	Lrrc8b	leucine rich repeat containing 8 family, member B 	2	5451.87	-0.08	0.05	-1.52	0.95	0.12923	0.59384
ENSMUSG00000020519	Sap30l	SAP30-like 	2	421.23	0.15	0.1	1.52	1.11	0.12938	0.59435
ENSMUSG00000105549	Gm43540	predicted gene 43540 	2	107.54	-0.4	0.26	-1.52	0.76	0.12958	0.59496
ENSMUSG00000054499	Dedd2	death effector domain-containing DNA binding protein 2 	2	841.22	0.16	0.1	1.52	1.12	0.12962	0.59496
ENSMUSG00000025854	Fam20c	FAM20C, golgi associated secretory pathway kinase 	2	1939.99	-0.09	0.06	-1.52	0.94	0.1296	0.59496
ENSMUSG00000045636	Mtus1	mitochondrial tumor suppressor 1 	2	3259.22	-0.14	0.09	-1.52	0.91	0.12968	0.59499
ENSMUSG00000035212	Leprot	leptin receptor overlapping transcript 	2	1306.19	-0.09	0.06	-1.51	0.94	0.12978	0.59504
ENSMUSG00000065979	Cpped1	calcineurin-like phosphoesterase domain containing 1 	2	1694.18	-0.09	0.06	-1.51	0.94	0.12978	0.59504
ENSMUSG00000049643	2310022A10Rik	RIKEN cDNA 2310022A10 gene 	2	819.36	0.24	0.16	1.51	1.18	0.12985	0.59507
ENSMUSG00000029536	Gatc	glutamyl-tRNA(Gln) amidotransferase, subunit C 	2	1037.52	0.12	0.08	1.51	1.09	0.12986	0.59507
ENSMUSG00000007721	Ccdc124	coiled-coil domain containing 124 	2	1238.35	0.13	0.08	1.51	1.09	0.13013	0.59603
ENSMUSG00000031563	Wwc2	WW, C2 and coiled-coil domain containing 2 	2	1873.96	-0.07	0.05	-1.51	0.95	0.13018	0.59603
ENSMUSG00000022895	Ets2	E26 avian leukemia oncogene 2, 3' domain 	2	2700.51	-0.11	0.07	-1.51	0.93	0.1302	0.59603
ENSMUSG00000031749	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 	2	4480.24	0.12	0.08	1.51	1.09	0.13022	0.59603
ENSMUSG00000042709	Atpaf2	ATP synthase mitochondrial F1 complex assembly factor 2 	2	578.62	-0.16	0.1	-1.51	0.9	0.13045	0.59674
ENSMUSG00000041684	Bivm	basic, immunoglobulin-like variable motif containing 	2	929.23	0.15	0.1	1.51	1.11	0.13049	0.59677
ENSMUSG00000034799	Unc13a	unc-13 homolog A 	2	19135.23	0.14	0.09	1.51	1.1	0.13053	0.59678
ENSMUSG00000017715	Pgs1	phosphatidylglycerophosphate synthase 1 	2	2196.87	0.07	0.05	1.51	1.05	0.13059	0.59689
ENSMUSG00000046523	Kctd4	potassium channel tetramerisation domain containing 4 	2	520.38	-0.16	0.11	-1.51	0.89	0.13076	0.59699
ENSMUSG00000027304	Rtf1	RTF1, Paf1/RNA polymerase II complex component 	2	3069.07	0.07	0.05	1.51	1.05	0.13069	0.59699
ENSMUSG00000026811	St6galnac6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 	2	3561.03	-0.07	0.04	-1.51	0.96	0.13066	0.59699
ENSMUSG00000047875	Gpr157	G protein-coupled receptor 157 	2	164.05	-0.24	0.16	-1.51	0.85	0.13081	0.59709
ENSMUSG00000026946	Nmi	N-myc (and STAT) interactor 	2	98.22	0.33	0.22	1.51	1.25	0.13097	0.59746
ENSMUSG00000016386	Mpped2	metallophosphoesterase domain containing 2 	2	2255.03	-0.13	0.09	-1.51	0.91	0.13097	0.59746
ENSMUSG00000069833	Ahnak	AHNAK nucleoprotein (desmoyokin) 	2	2199.18	-0.13	0.08	-1.51	0.92	0.13101	0.59749
ENSMUSG00000079559	Colca2	COLCA2 homolog 	2	36.84	-0.43	0.28	-1.51	0.74	0.13124	0.59795
ENSMUSG00000028600	Podn	podocan 	2	65.37	-0.63	0.42	-1.51	0.65	0.13126	0.59795
ENSMUSG00000028893	Sesn2	sestrin 2 	2	286.93	0.21	0.14	1.51	1.16	0.13124	0.59795
ENSMUSG00000083708	Gm13123	predicted gene 13123 	2	39.62	-1.27	0.84	-1.51	0.41	0.1317	0.5982
ENSMUSG00000067199	Frat1	frequently rearranged in advanced T cell lymphomas 	2	360.58	0.17	0.11	1.51	1.12	0.13147	0.5982
ENSMUSG00000048939	Atp13a5	ATPase type 13A5 	2	761.07	-0.16	0.11	-1.51	0.89	0.13164	0.5982
ENSMUSG00000006705	Pknox1	Pbx/knotted 1 homeobox 	2	883.4	0.16	0.11	1.51	1.12	0.13167	0.5982
ENSMUSG00000090000	Ier3ip1	immediate early response 3 interacting protein 1 	2	1188.15	0.09	0.06	1.51	1.07	0.1317	0.5982
ENSMUSG00000022231	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A 	2	1412.38	0.21	0.14	1.51	1.16	0.13159	0.5982
ENSMUSG00000118668	RPS6KA4	ribosomal protein S6 kinase, polypeptide 4 	2	2076.44	-0.16	0.1	-1.51	0.9	0.13145	0.5982
ENSMUSG00000029547	Ints1	integrator complex subunit 1 	2	4173.92	0.11	0.07	1.51	1.08	0.13137	0.5982
ENSMUSG00000015165	Hnrnpl	heterogeneous nuclear ribonucleoprotein L 	2	9348.12	-0.1	0.07	-1.51	0.93	0.1317	0.5982
ENSMUSG00000038895	Zfp653	zinc finger protein 653 	2	799.57	-0.1	0.07	-1.51	0.93	0.13208	0.59905
ENSMUSG00000038587	Akap12	A kinase (PRKA) anchor protein (gravin) 12 	2	951.97	0.2	0.13	1.51	1.15	0.13204	0.59905
ENSMUSG00000032101	Ddx25	DEAD box helicase 25 	2	1314.38	0.18	0.12	1.51	1.13	0.13204	0.59905
ENSMUSG00000018040	Rrp7a	ribosomal RNA processing 7 homolog A 	2	3409.77	0.1	0.07	1.51	1.07	0.13205	0.59905
ENSMUSG00000039202	Abhd2	abhydrolase domain containing 2 	2	7565.08	-0.11	0.08	-1.51	0.92	0.13199	0.59905
ENSMUSG00000072949	Acot1	acyl-CoA thioesterase 1 	2	346.21	-0.21	0.14	-1.51	0.87	0.13217	0.59911
ENSMUSG00000079480	Pin4	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) 	2	510.68	-0.13	0.09	-1.51	0.91	0.13224	0.59925
ENSMUSG00000050830	Vwc2	von Willebrand factor C domain containing 2 	2	147.9	0.46	0.31	1.5	1.38	0.13247	0.5998
ENSMUSG00000099041	Gm28035	predicted gene, 28035 	2	565.99	0.29	0.19	1.5	1.22	0.13242	0.5998
ENSMUSG00000029475	Kdm2b	lysine (K)-specific demethylase 2B 	2	997.98	-0.15	0.1	-1.5	0.9	0.13244	0.5998
ENSMUSG00000036606	Plxnb2	plexin B2 	2	3246.98	-0.17	0.11	-1.5	0.89	0.13262	0.60031
ENSMUSG00000002227	Mov10	Mov10 RISC complex RNA helicase 	2	642.02	0.18	0.12	1.5	1.13	0.13267	0.60034
ENSMUSG00000046865	Fbl	fibrillarin 	2	795.82	0.11	0.07	1.5	1.08	0.1327	0.60034
ENSMUSG00000029790	Cep41	centrosomal protein 41 	2	282.71	0.35	0.23	1.5	1.27	0.13275	0.60039
ENSMUSG00000030545	Pex11a	peroxisomal biogenesis factor 11 alpha 	2	352.5	0.27	0.18	1.5	1.21	0.13282	0.60039
ENSMUSG00000039286	Fndc3b	fibronectin type III domain containing 3B 	2	1760.06	0.13	0.09	1.5	1.09	0.1328	0.60039
ENSMUSG00000074064	Mlycd	malonyl-CoA decarboxylase 	2	745.55	0.1	0.07	1.5	1.07	0.13295	0.60068
ENSMUSG00000041765	Ubac2	ubiquitin associated domain containing 2 	2	1034.88	0.1	0.07	1.5	1.08	0.13303	0.60083
ENSMUSG00000032492	Pth1r	parathyroid hormone 1 receptor 	2	145.68	0.24	0.16	1.5	1.19	0.13327	0.60153
ENSMUSG00000054855	Rnd1	Rho family GTPase 1 	2	278.79	0.3	0.2	1.5	1.23	0.13338	0.60153
ENSMUSG00000039765	Cc2d2a	coiled-coil and C2 domain containing 2A 	2	957.1	-0.19	0.13	-1.5	0.88	0.1333	0.60153
ENSMUSG00000029290	Zfp326	zinc finger protein 326 	2	1053.76	-0.13	0.09	-1.5	0.91	0.13337	0.60153
ENSMUSG00000039037	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 	2	2422.8	-0.14	0.09	-1.5	0.91	0.1334	0.60153
ENSMUSG00000014606	Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11 	2	3607.44	0.1	0.06	1.5	1.07	0.13325	0.60153
ENSMUSG00000032878	Ccdc85a	coiled-coil domain containing 85A 	2	944.61	0.17	0.12	1.5	1.13	0.1335	0.60173
ENSMUSG00000030521	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) 	2	476.14	0.12	0.08	1.5	1.09	0.13377	0.60236
ENSMUSG00000025208	Mrpl43	mitochondrial ribosomal protein L43 	2	888.31	0.11	0.07	1.5	1.08	0.13381	0.60236
ENSMUSG00000015127	Unkl	unkempt family like zinc finger 	2	2017.73	0.08	0.05	1.5	1.05	0.13372	0.60236
ENSMUSG00000020639	Pfn4	profilin family, member 4 	2	356.63	-0.21	0.14	-1.5	0.86	0.13388	0.60237
ENSMUSG00000063919	Srrm4	serine/arginine repetitive matrix 4 	2	823.54	0.24	0.16	1.5	1.18	0.13387	0.60237
ENSMUSG00000001473	Tubb6	tubulin, beta 6 class V 	2	27.86	0.48	0.32	1.5	1.4	0.13414	0.60276
ENSMUSG00000096141	Dnah7a	dynein, axonemal, heavy chain 7A 	2	55.06	-0.37	0.25	-1.5	0.77	0.13414	0.60276
ENSMUSG00000007646	Rad51c	RAD51 paralog C 	2	74.32	0.35	0.23	1.5	1.27	0.13415	0.60276
ENSMUSG00000027297	Ltk	leukocyte tyrosine kinase 	2	333.21	-0.25	0.17	-1.5	0.84	0.13414	0.60276
ENSMUSG00000022094	Slc39a14	solute carrier family 39 (zinc transporter), member 14 	2	1461.84	0.19	0.12	1.5	1.14	0.13412	0.60276
ENSMUSG00000059049	Frem1	Fras1 related extracellular matrix protein 1 	2	113.37	-0.84	0.56	-1.5	0.56	0.13437	0.60299
ENSMUSG00000022003	Slc25a30	solute carrier family 25, member 30 	2	431.1	-0.3	0.2	-1.5	0.81	0.1345	0.60299
ENSMUSG00000032679	Cd59a	CD59a antigen 	2	498.45	-0.27	0.18	-1.5	0.83	0.13442	0.60299
ENSMUSG00000036362	P2ry13	purinergic receptor P2Y, G-protein coupled 13 	2	611.71	-0.16	0.11	-1.5	0.9	0.13445	0.60299
ENSMUSG00000028661	Epha8	Eph receptor A8 	2	958.22	-0.23	0.15	-1.5	0.85	0.13438	0.60299
ENSMUSG00000033083	Tbc1d4	TBC1 domain family, member 4 	2	1226.63	0.21	0.14	1.5	1.16	0.13429	0.60299
ENSMUSG00000049807	Arhgap23	Rho GTPase activating protein 23 	2	4766.17	-0.12	0.08	-1.5	0.92	0.1343	0.60299
ENSMUSG00000041762	Gpr155	G protein-coupled receptor 155 	2	7470.98	-0.14	0.09	-1.5	0.91	0.13446	0.60299
ENSMUSG00000041703	Zic5	zinc finger protein of the cerebellum 5 	2	79.76	-0.42	0.28	-1.5	0.75	0.13466	0.60357
ENSMUSG00000040195	Nemp1	nuclear envelope integral membrane protein 1 	2	391.82	0.23	0.16	1.5	1.18	0.13472	0.60357
ENSMUSG00000024535	Snx24	sorting nexing 24 	2	337.41	-0.21	0.14	-1.5	0.86	0.13474	0.60357
ENSMUSG00000016150	Tenm1	teneurin transmembrane protein 1 	2	2096.68	0.3	0.2	1.5	1.23	0.13482	0.60363
ENSMUSG00000038668	Lpar1	lysophosphatidic acid receptor 1 	2	2261.61	-0.31	0.21	-1.5	0.81	0.13482	0.60363
ENSMUSG00000018459	Slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 	2	433.89	0.37	0.25	1.49	1.29	0.13521	0.60468
ENSMUSG00000048799	Cep120	centrosomal protein 120 	2	2273.41	0.11	0.07	1.49	1.08	0.13515	0.60468
ENSMUSG00000045613	Chrm2	cholinergic receptor, muscarinic 2, cardiac 	2	543.49	0.37	0.25	1.49	1.29	0.13527	0.60479
ENSMUSG00000032643	Fhl3	four and a half LIM domains 3 	2	52.94	0.4	0.27	1.49	1.32	0.13548	0.60526
ENSMUSG00000074922	Fam122a	family with sequence similarity 122, member A 	2	222.8	0.17	0.11	1.49	1.12	0.13545	0.60526
ENSMUSG00000016554	Eif3d	eukaryotic translation initiation factor 3, subunit D 	2	2435.28	-0.23	0.15	-1.49	0.85	0.13547	0.60526
ENSMUSG00000030870	Ubfd1	ubiquitin family domain containing 1 	2	2577.03	0.14	0.1	1.49	1.1	0.13561	0.60548
ENSMUSG00000019302	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1 	2	18091.02	0.12	0.08	1.49	1.08	0.13557	0.60548
ENSMUSG00000073987	Ggh	gamma-glutamyl hydrolase 	2	349.57	-0.17	0.11	-1.49	0.89	0.13572	0.60579
ENSMUSG00000024055	Cyp4f13	cytochrome P450, family 4, subfamily f, polypeptide 13 	2	399.21	-0.15	0.1	-1.49	0.9	0.13575	0.60579
ENSMUSG00000039936	Pik3cd	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta 	2	882.04	0.15	0.1	1.49	1.11	0.13582	0.60579
ENSMUSG00000047989	Ino80c	INO80 complex subunit C 	2	1015.67	-0.12	0.08	-1.49	0.92	0.13579	0.60579
ENSMUSG00000054666	Olfr63	olfactory receptor 63 	2	126.98	-0.23	0.16	-1.49	0.85	0.13589	0.60594
